@rowCount	1660
w	d	t	q
velxru	ve+xruti:  state returned from:   x1 = xruti4 (state returned from), x2 = xruti2 (returned), x3 = xruti3 (state returned to), x4 = xruti1 (return)	jbo	OOMMNOQNNNSLQNNQMPNOSKNORTNNSLRONMMOMOMMRMQMPQPQSOPPMTQNNNMNNOSOSOLMJRMPPMNPTMRPLMNRPOLLTROQSOOPTMQPNRONJMNOKMOKQRMRQQPJPNRQPLLONOLPJROOLQJNPNOOQOMOTSNMPQRMNNQOLQRSPOPNKLPLQJOPPOOQQMONOTLOKNMNNRNLRQMNQRTLNLNMLRNTQNMMNPMKRPNOMPOOOLPONOOOMQRSQONMOQONPQWQOMKKOSOMNKNPQORUOQLSPNPNLNQNNQOOLKRQONONONUNONRNJPSMKOSNPQPUPOQTTPQONLMNNRLLMJRPNJSOONLLOMKTMNOMSOPQSNLPPOVQOOMPNQOIMIMLOMMOOORQNQNP
selxu'i	se+xukmi:  kind of chemical:   x1 = xukmi2 (kind of chemical), x2 = xukmi1 (chemical), x3 = xukmi3 (chemical purity)	jbo	NMPPRMUPMJRHPMPQMQMNROOQNROOSORSSLQNKLNPPLQNOLOMQRQPGRUNLQLPQORNTPOLOPLNOMLSTMPLLQRQNRMMLRQRSMQRQOTPNUKOLNNPMROKPNNSSSTNPKNPNMMONRPMJNONJRJPMOOOOMPOPONPOLOONMQMLOPPOPPPLPRLPNMPUPJNSNNPOPORLNOOPSMLPNKOQNRMJLPRJOPMJMNPONMLPNMOKPOONNPLQRQPMKMSNSLPPQNNNRQMOQLMORNKPLNMORUTRPMPQNOOMNORNPLMPLQQPMNLOLRPQMNINROPRQQPNPPUQNNRMRROOJMNORNLQNNRLKQONQNLPNNQRNNNRQONQPPOPNNPLKONTPQOOLQLMNLQLQRMOPTM
terxu'i	te+xukmi:  chemical purity:   x1 = xukmi3 (chemical purity), x2 = xukmi2 (kind of chemical), x3 = xukmi1 (chemical)	jbo	LNNPTLUQNKSGQOPNLPMNRPQQNSNOTQQTOLOOLKNOPMQPQMOOOPRPIRUONRKRQQSNTPMMPPLOPLMSUMNNKOQONPMNMRQSROPQPPQNMRKPMONPKSPJPMMRNRTNPLMONMPOMTOOMNOLMRJPJNNOMNPPPSMOPNMOMNQLKOOQNORQNOSNNNLOUOLNQNMPPRPQLNNQPQLLRNJNTMTNNMRPJOQNKNNQQQNMONMONRQNMNLKRPRPJLKQORLNPNLNLQQLSPMKPROJQLOPQQSROQPMSNROMNOROPNNRLQQNMNOQLQQPKNKMPPMRQPQORQSQLNSMORONJLMNROMSOORLKRQKOONPNOLPPMPRQONNQROPLMPKLOOTOQQOKPNMLLQMRQLQQTL
selxu'o	se+xurdo:  Urdi aspect:   x1 = xurdo2 (Urdi aspect), x2 = xurdo1 (Urdi)	jbo	ROPNPMQPOMVKMNQQKRNMQLNPQPPRTMQRPONNOMOOPLPOLNPSRPNPJQRPLOONOOQNQMNLKRLNNJMQPNRNOOQPQOOMNOQQTMOOSPOQOSMNMNMQNNNJPQOPSRQMQMMPKLOOPUOLKPNSKQJLNLOMNQOOQQMNPMOLOPNNLQNOSOPOIORKPKRRPQKNSOONMPMQOPOMMPPKPPKOPQOJLOQNHRQNNNQPLJKMRNPOLNNMMNSMOQNNOJRQNPKOOONOOQUKQRLMLQOPMNOQMOSUQMORMMNRLPMRMPHOOOPPQKLNLMSPMNLJOTSRPRRQNOPXQMORPSTOMMOONRLOOMNRNMQQQQMMOLMMPNLLNSQMONPRRPPNOMMOVPQLNNQMQMPONPRPPVSO
selxu'a	se+xusra:  asserted:   x1 = xusra2 (asserted), x2 = xusra1 (assert)	jbo	LOLPQMPPOLTJRNQRMOPKQNLQQPKQUNQPPORSPLONPMPLMPRQOQOPHPPRLQOPOPRRRONLMTJOOOMPPNRKMOPOOPLJNQTOVPROPPSQNVNNJLMMLQRMQOOQTSMMPKOONKMOQRRNJOOPJSLOOLNQPPNORPPKOOQNNNNNLTOOUNOPMQQMRJMQURMNSNPMLQNRONLNLQMKPPNMMRRIKPOPLQPPONNLMMMMQOPOLQOPMLQMLQOOMMQOQQKPRRQOPPSOPOLOJQNIMNNPPRRTQNORPLMMPOOQMPNNRPNRRLOMMNRNKKONLPQPOQTOLRQUNQOQQQROKLOMMQLKQMMPPLPPOPLLNMOQROLQQPNNRLOMTQQMLMOOSPOMMKQKNNMMMRQPRSQL
selza'a	se+zabna:  favored:   x1 = zabna2 (favored), x2 = zabna1 (favorable), x3 = zabna3 (favor)	jbo	NNMOMOSNPPOLTOOPPNPPONPNQQQSRNQPQMLMJNMPOOOPOONNORQLISTPIPPOPOPMULPPJSPOOLMQUKNNKOOPNPMMQRPRVLQQNLRTPTMOKONPMSNLQNHRQOPOPMMQMOOONPLMNQOOFPKQRPMNPMLPQQQOQMNNPNQMKLQPPPOOLNOPPMQPQONLOPJPMSOPRNPKNQMMPNNOPQRLMOSKJNPOMONNOMMNRNLOKQMOONQKNRRPOKPOPRNMQOMQNPTNNSJLMPMQNMLQMQQWPQLSPMRSLSPRQOQPNMTOROMPOOPRLKOONSPPORRRONSTOOONTMPOIJMQPQNLMOQRNLRRPSLMNPLOQOLONQMOPHMQOOOONNONPOQJMJTKOONKLLRQQPQM
terza'a	te+zabna:  favor:   x1 = zabna3 (favor), x2 = zabna2 (favored), x3 = zabna1 (favorable)	jbo	MPKNMOSOOQOLTQOPPMQPONQMPPQRSNQQNMKMJOLOOPOPPONPOQRLJTTQJOPOQPPMVMNQISQPOKNQULMNKNMONOMMSRPSULOOMKPSPRMMKPNOMTNLQOHRONQNPNLPMNPOMPJOPQPNHOJRQOMLONLPQSQNQNNMPNQMKMQPOPQNLOPRPLQPQNNMNPIPMSPNRMPLMPLMQMNNRPRMPOSKJNPPNNNMOOMOQONOLQOOOOOIOPRQNLPNPROLQPLPLPTMOSJKMQNQQMMQPOPUORMQPMTSLRORQNRQOMTNQOMQPPPTMJOONQPNORRPMNTRONPNULOOJJMPOONMMNRROMRSOQLNNPLNOPLONQMOPIOQNNOONONNPOPKMKRMPNNKMLRPRQQM
selzajba	se+zajba:  gymnastic feat:   x1 = zajba2 (gymnastic feat), x2 = zajba1 (gymnast)	jbo	LPNMKNSOPKNJSOQRPUMMQNROMSMQRNPNPNKMJNNNNNPOPQOMOSLMMSRPLPNOQQPOQLPNNSMNPNKPRMNMPJOKOPOQPPNRSMMNOKNTOTSQMMQQOPPKQNNSOQNPQLMOMMLOOPQNNNMQIRLMPOOOOMNSRPPOPSQMPOPMINRNQNPOLLPNPLPQTMMQNNOONQMROMNNMNNNPQKNOQQLNMOPMMQOPPMNNNKPPNOONRNRTNONKPSNOMOOPRMPQPQMNPUPOSJOONKQMKNPPPRUOMKTOLOQINSPPKMQLOSPSPRRJQQQMNKPMTOKQLPOQSPUONPSQQPOKPLNQUKKMLPOQQOQNTNLLMNKMMKQRLOOPKOOPOMNNPRQPOQHPKQKQOPTMOPSPOOM
selzalvi	se+zalvi:  pulverized:   x1 = zalvi2 (pulverized), x2 = zalvi1 (grind), x3 = zalvi3 (ground powder)	jbo	KNNQNJTNMLPKSPOMNPNMSNOQQSMQSJQQONMMMQLPONNNOKPLQQNNJQSOMOPOQNNORLQMMSLNPLNTTLMPMQPQMRNNOOPTSOQQQMRQMQPNMNKQMROMMNOUQOPMQMMPOMPOLSMPLPOQJSKPNRNNQMMOSNKQPSPMOMUPOPPQNQPPNPPOOJKRTPMRQRKROQQPOMNPQQOOOPJRQQQJNPPNJMNLKOPPPLILPLLONPNSOOSKMRPRQNOSNOLNLPNKQOSLNRMMPNKNQNMMNSRSNOOPPOSTLPPQPMLONNQNTMOQLOSOQKOKMSOMSNRROOQVRNMORMRONNKQPSLMNMMOLNPPOSNLKPMPPPNMQOLPOLNOPRMOLLPMMQMHPPRMPMNQOLQONNRM
terzalvi	te+zalvi:  ground powder:   x1 = zalvi3 (ground powder), x2 = zalvi2 (pulverized), x3 = zalvi1 (grind)	jbo	KNMQPKTOMLQKTQOLMPONROPPPTMRTLQSMNLMMRLPONONPKPNPPPMJRTPOOPPRNMNSMPLMRLORMNTUMMQMPPQNSONPOPTRPOPPLPPMOOOLNKQLSOMMNNTOOPMRMLPOLQOLTKRMPOPKSLQNPMNPLMNSPJRPTOMNMUOORQPNPQQOPQPPIKRSOORQRKSNQROOMORQPNOPPKRSQRKOPPNKMOMKNOPRNJKOLLOPROQOOSJOQQQPOMRNNMNKOLLPOSMORMLQOLNPNMNNRQRLOQOPOTTKOQQQMLPQMRMSNNRNOSPRJOKMROKRMQROQQVSMNOTMROMNLPOSMMOLMQMNPQLRNMKPMNOQNMQOKONLOQPQNOLLONLQLIOOQNONNQNLPNMOQM
selzau	se+zanru:  approved:   x1 = zanru2 (approved), x2 = zanru1 (approve)	jbo	NQMPPMSNNNSLTPMQPNNNQPPNRPNSSLRQQNNKOMONPLKOONONNTPNJSRNLNNOOPOPSMMLKPPPOLLPOOPMLNOLPQNONQSQXMRNPMPRMSKMLNONPQNMPPMURSPNPMNOOLNOORKNKRLOFRJOSPONOOPQSPOPQQNNRPQMLNPQPOOMMOMPQLOOUNLOOOLMMSOPROLMNPNNRMKMRSPHLNPNKPMOQNMOLNNPQNNOLPLOOMRINPROOLPNPQNOQQOPPRUMQQKMIQOMOMLPQQPXONNROKNSLQRRQOOQNPTQTNQRPNROJMPNLROOPRQPONQSPNPORNNOLJOPQPKJLMQPKJTOOTNNMNMOOOLQQPPOPKNLPPQOOOOOOSPIMKQJQPMOMMRORRQN
selzai	se+zarci:  wares:   x1 = zarci2 (wares), x2 = zarci1 (market), x3 = zarci3 (marketeer)	jbo	MPKONKUNPKSJWOQNOQNLPMNOMPNPPLRSQPONLONQONLOMOMPRSJPJRSOLPPMQNQPQNNPIQNOLMNQSJMNLOMPNOQNPPPPULSQPMSQNQPPINMPLQNNNKMVPQRPSQMQNMOOJQLOMQPRHRKQMQPOQNPMROPOPQNMSNSNMPPRONQOKPOONLLQTQLPPNKOLONQOONPPSOLPQJOQTPLKNONIPOPNNMNPMKNNNPOLOPOLMPJMRNPOKNRRPONNQMNOQTNQQLLPQMQONMMPPQUQONSTMOTKLPSPPMLOPSPSONMLKSOMIKOKTOQRPSRMPRTPMLQSOMOMKNROPNNMNNOLNRPQPNMOQPPOOQLSPPNRLOLNSMOMMNNRPMJQLOKPPNOOMROLORN
terzai	te+zarci:  marketeer:   x1 = zarci3 (marketeer), x2 = zarci2 (wares), x3 = zarci1 (market)	jbo	LSJOOKVOPLSJWPQMLQNMOMNONPNPPMQROOONJPNRPOMNPPMRRQKPKTSOLNQORNQPRNLOIQOPNKPQTJNPMMLOONQNROPQSMRPPMRQNNNOHNNQLRMMOLLUNOQPSPLRMMOOIQKPNPOQKQKQLPNOPOOMRROOPQNLRORNLQPSNNROLQPONKMQSPMPNNKOMPNOONNPORNLQPKNSSRMNPOMIQORNMMNQOKOLNPOMPRMLMNJPQOOMKMQRPNMNQLNNQSOSQKJQRNQQMNOQNQUPOQQUMQTKLNRQONNQQTNQONMMLSQOIMNISQOPORQMQRRPLNRTNNOLJMPMNOMNMPPNMQQOONMOPNONPQLSPPNQMPMNPNOMMMORPMJOKNMPNNNOMQNMQQO
selza'u	se+zargu:  has buttock:   x1 = zargu2 (has buttock), x2 = zargu1 (buttock)	jbo	OOMPLMTOPLQLSOOPOPOMQKQNQNNTPMRMONMLPPONQLMQPPOPMSPOITTOKOPNOQOOSKPPJWPNONLRRLPNKMOPOPNMLNQPWLTPPNORMRQMNOLNLPPKRQNTPQOMONNROKLONRLMLPMRIWMLQOMPQONOQROLQRQMPORNLOQNRMONMMLOPKOPSLLNRMMNMRPTPNNNPONOPOMNPQQJLMPMLONNOOMNNQLMRNMOJOLQPOSKMQRPOLQRPNNPLNOPORUPOTLMLOMPNOLOPPQVPOMSOJPQLOORNNNOMLSPSNNQKNQOMLMQMOOPNPPRMPPYQMQPRPMOMLQQNQNLLPMROLSRORMMLONQNPNMRPQOOLNMPRSPNMMQMPPHNLRKQMPOMNTRPPPL
selzasni	se+zasni:  transience property:   x1 = zasni2 (transience property), x2 = zasni1 (temporary), x3 = zasni3 (transience standard)	jbo	LRNSMIUMOPQITQQPMSOPSNOPRQNQTMPQONNONONQPLNOOPOMOPNOJTUONQNMQNPNUOONLQMPONOSUNOOLMOQQQNNMRQRSLQNQMTPOSNPKLOLLQPKOMLTNSULQOLROONOKTLPJQNQIPLPQOMQPLONSNLPPPNLOMQOOOQQOPPOONQOQKOPSNLPMLNQMQMPMPRNQSLKRPKPOQQJMLPOHPPOMMMONMMLNLOOMPMPLLOJNRSNNJPRNOPOQSMPONQOPQJKMQNOQNLPNQTUSPPQQMROKMQRNONNPMSPRMNOOKRPMILMMSPORQQROPQTPNLQOOPOLLMOQRNMMMMQOMSOOPMNOMLPQONKTOPMSOOMPQNQNNMPNPNJMPSLOPNNOOPPNQRM
terzasni	te+zasni:  transience standard:   x1 = zasni3 (transience standard), x2 = zasni2 (transience property), x3 = zasni1 (temporary)	jbo	KRLRNJTOPQQJSRPMLSPQRNOOQQOPTMNRMMMPMPNPPMNPPPONMOONKUUPNPNNQOPNUPONMQKPONPRVNNPMLNPRRNOORRRRLPMQMSOOQNPLMOLMROJOLKTLQUMQPKROPNOKWJRKQNQKOLPPNMPPMONRQKPPQNKNNQMNORQOOROONQORJNPSMMQLMNQNQOOMPQOPRLJQPKOQQQLOLQMHPQPMMLOONMLMLNONRNOKMNIPQTNMJPONOPNQQLOOOPOQPJJOQOORONQPPTTPPPOQMSOJMQROONNRMTNPNMOPLRRMILLNQPMQQQQOQQSPLMRPNPOKLLNPQNMMMMPPLTPNOLNNNLMPQMLSOPOROPNPPNRNNMQNOOJMORNOONOONOOORSN
selza'i	se+zasti:  hold as existent:   x1 = zasti2 (hold as existent), x2 = zasti1 (exist), x3 = zasti3 (existence epistemology)	jbo	MPMQLKSLRMRLTNRQMPMOSONOOQMOUOPPMORQOPNQNMLNOPOONQKNJQVOMOMKRQOOSPNOMRKPLRLQSKMROMPQOOOONQPQSMTQONRQPTNNLMMLNOQHONNURRRLRQPOQMNOMRMPKRNPHRNOQLNRPKOQTOLOOQONPMQNNQPPQNQLNPPQRJNPRNNPPNLPJTORQNOPQTKKRQLMLQQIJKOOMLQRPLMNOMMOQJOOPQLQOMNJKMQOPNOQONNQOOKQOQTLPQKJNNNOPNLNPPPRQNNSQLQOKMSQPNMOONRQTMMSMMPNIJNRLRQPPPPPOPOWOPNONONOMOQNPRSJMOMQNMRQPRMOONNPRONNRPONTKMKOQPNNNNOOPPJNNQNOQOPOQQNPQTP
terza'i	te+zasti:  existence epistemology:   x1 = zasti3 (existence epistemology), x2 = zasti2 (hold as existent), x3 = zasti1 (exist)	jbo	MOKRMKSMSMRMTPROLNNQRNPONQNPUOOSLNQQPRLPOOLMPPPOMPJLLQVOMPKKTRNOTQNOMQLRLSLNTLLSPMNPNOONMPQQQOSPNMQPOQOPMMLLORPHNLLUOQPKRROORMOOMSJOOSNNLPNPQMOSNKOPSQLMNPPNNLQNNRNOPMRLOPOPTLOORLOPPNKPKTQPQMOQPRJJTQMMNQQIKMOQKKSRNNMOQNOROLPOQQMPOOMJLMRNNNMOPMOPOOGQOPTMPPMJOOOPRNMOQOPPNOPQQMTOKMTQPMNORPQRRMLVOMMOIINUKPRNOPPOOONUQMPNMNMOMNPNOPUMLPNPNOSPOPNOPOMLQPMOQPNNSLMMOPNMONOONOQKNMPQQPPONOOLSPUQ
selzbabu	se+zbabu:  soap source :   x1 = zbabu2 (soap source ), x2 = zbabu1 (soap), x3 = zbabu3 (soap composition)	jbo	LNKNNLROMLPHTNRPOOPNRPMLPONOSORQPOOMMNQQPPLKKNRLPPMMITSPIQLONOQPTQNOJNHNNPLSTNPJLOLUPQOPOQPQSNRPPPSQNTQJLOMNNRLMOKNQQQNMRKOOOPOOLNNOOSRSJPMONOMPOONORPMNOPONNNQLLPQNMOOMMNPQQNJPUMOPPPNOKRNQKPLQPSNMOOLNOTOKMMQMIQOPNNOOMMPLQLMOKQNMOMTMMSPNNMORPMNNQQOOPRSSQQMPNKMOPNLLOLNSPQMROROQKMPQQONLOOUQRMRPJNTOPKNOLRPQOQRTLNPTQMLQPRQONKORNRHQNNOQNOQOOLNJNNORTMNOPPOOQNNNNNMPOLOOTONNRNMLQOOMLQTSKQSO
terzbabu	te+zbabu:  soap composition:   x1 = zbabu3 (soap composition), x2 = zbabu2 (soap source ), x3 = zbabu1 (soap)	jbo	LOKNNLSOMMQHUORNNPQNRQNLOPNPSPRSNNMNLORPPPMKMOQMONNMJUTPJPLOOPRPURNPJOIOPPNTUMOKLNKTQPOPQQPSSNPONOQPNSOJMPNNNRLLPKMPOPNNSMNOPPQOKPMQQSQRLPNNLOMONPNOPSLNOPNNMNQKJPQNMOPLMNQRPMIQTMPQNOLPLSPPKPLRORNMQNMNPROMPLSLIQPPNONPNNPLOLNOMSOLNMRLMRQNMMNQQNNLPPNOMRRSTQMNOLMORLMLQKNRNROPPRQRJMPRRNOMPPVOQNRQKNTRPIOOMQQPNORSLNPSRMLRPQPOMJOPNQJPMMPRNOQPMJMKNNMPQNMOPOOOPOOOOMMPNLOQTOOPQNMMPMNLMQSRLRTO
selzbani	se+zbani:  coast with bay:   x1 = zbani2 (coast with bay), x2 = zbani1 (bay)	jbo	NTONOLQPNLQGSOQQMNPMPPLMONORRMOPQOOLLKOOPPORNPNRQQMLJRVSJOQOQOONTONPKSPPPMMOPMPLJKPOPNMNQTPQSKQPPMRPPTOMNONOLQMLPMIUTTNMPMNPMNPOPNKQOPLPHNLOLORKQLMPTPOLQPPLNPOLKNRPSONLMOMQOLONUNMNMNLOORNSOOPQSTOMQKMMTTPNLMPLKPMPOOPOLNKMUMLOJOQMMLUKNPKQPOPQQPKLPLPOOUUPPQLOPLJPPONMOOOSMQQQMNOSJPOQNNMLPOQRTPRNMNPSMLNRKSNRLPOSNNRSQMMROQOONMNQOQKMOLNPNLQPNPNLOOKROOLNQPROPONLONOOOMMQRPQOONPMPPPPOPQSNOPO
selzba	se+zbasu:  made:   x1 = zbasu2 (made), x2 = zbasu1 (make), x3 = zbasu3 (made from)	jbo	LQMOMLRNLLRHRMNQMRNNRNOPSPOPUNQPQNRNNOOOPRONNSQNPQLOHQUOKQNNNOQNTPJOKRKPOMLSSKPOJNOPOOOONPORULPRRQSPMTRLKSNOMQOKOLNRRQPMRKORLNNONPMNLQQSISLNOPNLQLMPPPOPPNPKPNPOJOQQPPQPPMOOQMOPTMMNPOOOMRPQMQNSOSPOPNKKOROKLKPLKQMMPNOOMNLKRMLOLNNLNKPJNQPMPLNRQPMMQPMONSSOSSJMNQLOOMOKQPPWQPMRNOQOLLMPPNNMOMTOTNOOKNSPLMMOLSOQQPSSNOOTQOMRRTRONMPONQKKMJOQNMRNOONMOOOSMMMMPQROSMPKPNNMOONPQNPJOOOMONNOORROLQTO
terzba	te+zbasu:  made from:   x1 = zbasu3 (made from), x2 = zbasu2 (made), x3 = zbasu1 (make)	jbo	LRKONKRNLMRHSONPLQNNRNOOSOOPUPQQNMPMMPOOQRPNOTQPONMOISTPLQNNOPQNUPJOKRKPPMNSULPPJMNNOOPOPPOSTMOPQPROMRRLKTNONROKOLMROPPMRLORLMOOMRKPNQQQLSKNMPNLPNMQOSMOPOPJNNOOIOQPPPSPQMPPQLNPSMNOOPOPNSQPMPOTNROORNKKPRPLOKQKJRNNONNNNPLLQMLOMPPKMKNIOPPLOMNPQOMKPOLOLSROURJKNQMOPMPLROPVOQPPOOSOLLLQQMONPLUMQOOPMOSRMLMOKQPNOOSRNOORQNOTRSQONLOOLOLLNIPPNNSPNNNLOOOPKNMNPQROQNQLOMNLNPNQRNQKOPOPONMNNQRNLRTO
selzbe	se+zbepi:  has pedestal:   x1 = zbepi2 (has pedestal), x2 = zbepi1 (pedestal), x3 = zbepi3 (pedestal material)	jbo	MRONOKPPMMOHUMPNNRPRSOPMPQMPSKROQRONNMMOPPNMOROKNPLKMTRSMNRQQOROTMLMIRLOPLLSRLNMKPQQPOLPJOSQROPNOMRROTPPKNLPLPNJLMJRRQPJRMOOLKKONPNPMRNTKQMONPMMPPLOTNLQQRPKLNSLNQRNQONMMNQPOPONTNMRNMNNKUPMMOMPPUMMNQMOOROMKLPMHPOLOJRNPOLKPMMONQOPPNQKKQPRPMNSNNLPOTOPNRTNPQJMNONOLLMMNNPROMNRROMPONRRMPLORORNSORNJQQRPLOONROMNPTRPLQTONMPTQNOQLPMNMMLLMMPPOTONNNLMNQQPQOMTRPPROPPNNPNPLPQRQOOOONLNOOPRQTQPNRL
terzbe	te+zbepi:  pedestal material:   x1 = zbepi3 (pedestal material), x2 = zbepi2 (has pedestal), x3 = zbepi1 (pedestal)	jbo	LSNMPKQQMNOHTNOMLRQSSPPMPQMOTMQPNQMMMOLOPPOMQROMNNNKNTSTNNRPRPQNUNKMKRLPQLNSTMMOKOPOPNLQLORSPPNMOLQQOROQKOLPLQNHLNJQOPOKSLNOKKLOMRMQNQOSMPNOMPLLPQLPQRLPPRPJLNRKNQQNPNPMONTRPOONSMNRMNNNMUQKMONQNSLMPRMOQQPONLPLHQPLMJRNQOJLNNMOORQNPMNKMPQQPMMQNMLOOSNOLRSNRQJKOPNOOMMMPMPQLMQPSPPPONRRMONPSNSMPORNKRRTQLPNNROJNOSRPLRSPMNRUOOOPLPKMLNLLMNPPNTQMMNMMNQOMRNNSROPQOQQMMNNPMPRSRNONNNNNNOOQPROPORM
selzda	se+zdani:  inhabit:   x1 = zdani2 (inhabit), x2 = zdani1 (nest)	jbo	MTNPNJQMOLVGQNPPKPOKQNPOOPLTUOPRPPPQNMPNTPQINOMOOQJPKRTPLMONROQOQNMOLRNPPOMNPKPMMNOLOPOMNPQQUNROQOPPMQRNJOOMKPMJPPORSSRPPKNOQMLONQMOMMMRIRLMMOONPOMPRRNKSMQJOOPMKQSRSNMMMNQQOKOOQOLONOKNMOOTOKMPSPNLPOMLPSQLMMOOLPLQMMQOPMOLSLNOLPMKNLTLMONQRMPQSOPOPPONQSUQPQLKLOOONKLLOPOURQQSMMNQMKQQPONMNOQRQJPNMMSPKJMOLRQMNNOPNMSUPNPPPNMOMNOPNNPMOPPRQLPPLQNONOKQNONLSOPPRPOLOROLPMQNQQSLQMPMONOLOSUSORQP
selzdi	se+zdile:  amused:   x1 = zdile2 (amused), x2 = zdile1 (amusing), x3 = zdile3 (amusing property)	jbo	PPOPNKVMNMTJUNPONRMNSPQOPOLORNPPTPPLOMOQPNNOLRONNSMNITTQKRNPPORNSKOMIQOOOOLSPKONLNRPOONMKQMPUNPPRMRPOUQNLONNMNMKQKNRNQULTOPPOONOMQMPNOOQIOMNPPMOONNQSRPPPOPJTOQOMMQRQNNONMOQNPPPPNNOROLQNPNNMOPPPSMLQOLPOPNLJJRMJONNOKPMMNOMSLMOKPJOLMQKMOOOQLOQQOPQONNOORRLRRLNOMOOMILLOOUVTOLQMOOOILQRNOMOMQPRPLMOMLSQLIMOMUNQOPQQKMQWNOORTRQOMMNOROMMMMQQOMSPQQNPMPMQMQNKQOROQONLNPPQOLPOPONJONMMMNQOOSPQNRRO
terzdi	te+zdile:  amusing property:   x1 = zdile3 (amusing property), x2 = zdile2 (amused), x3 = zdile1 (amusing)	jbo	NRMQOJVMOOSJVQQOMRMPSOQOPOKOROPQQOOMOOOQPOONMSOOMPMNITVQLSNOQPRNTLNNIQPPPOOSQKNOJLQOPOONLQOQSOONQKPPPSQNNPONLPMKRMLQJPTKUOPQQOPOKQLQPNOOLPMOOOLPMNNQRTNOOOPJSOPNMOPSOMQPPKOQNOPONMOOPNLQNQNMLOPQNRLJTPLPPOOMMJSNIOPPNLNMNPOLQLNOLQLOKMNIOMQONLNPQMQONNLOLRPLTQLMONPNPIMNPMUTSPOONOROJKQRONOPNQPQMMMPOLSSMHMPLTPOOQQPKNPTPNOTSQQOKLNNQNONNLRSPNSPOMNQMOLNLRNJRPQPPPPMNOPQNMOPPPOKNOLOMMPOOSOPNTSP
selzei	se+zekri:  hold as crime:   x1 = zekri2 (hold as crime), x2 = zekri1 (crime)	jbo	NTKOPNTQQOVKRLPPNQNOQNPLNOLQSQQQMRNOMKNPOLLMMNLRQQKNLRSOMPONRQRORNMNLTNPOMKQMOOMNKPNNPOOQQPRVLRNQPQPMSNOKLPNMOQKSNPVQTRQSOJONNLOORJOKNLPHRLKPPOQRNNPSNPNOPMLQNPPNPRRRNPLKOONRKLOPNMOMOKSLRMTOPNQORNKQNLNPSOMMKNOJONOQNLKOOMLPKNOLPMNNNOGNONOORQQRQMNPMPPNPRNNRJLMQQOPIONNOQSNNMTOJMQINOSPNIPPQPRSMPNNLSOMMNOLTPOPPOONSPUNLNQQNMONMOPOQNKMMLSOLOOQOMOPOPQOMNNRQQPQMOLQSPPQNPOPQOJSLPMORPPPRROPRQN
selze'a	se+zenba:  increase property:   x1 = zenba2 (increase property), x2 = zenba1 (increase), x3 = zenba3 (increase amount)	jbo	MOJOKOSPOOQKRNRRNRLNQLPQQPNQTMQQTLQKKPNRONMLLOPMPNNPJRPRNRMKNPQOSMMOLSNOQLNNRPRNKONNOPPPPRSTPONPPKQQOUQNLMOPNROLOMMTTPPNTLLPKPKOMNNOJRMQIPMPOPMKNPPKQLMPQPPNLNTOJMPOQPQOOLQRPOQPQOKNOLMMNSPOLMQQPTMNPQMOPRPILMQNKPPPQMMRNKPLTLMOMQLORLRNMQQPNONPOMPPMQNQNOPPORLMMRMMRKLOQNURRNPOMPPMKQORONLNLQRRSOQNMLRORMMKNTQOOQSPHOMTNQJQPROOLLPRTOOPMMOQROPNOONHPQRSTNKQSMSNURQNNQMONLNNRNLKOKQOPOMMMSPRNMON
terze'a	te+zenba:  increase amount:   x1 = zenba3 (increase amount), x2 = zenba2 (increase property), x3 = zenba1 (increase)	jbo	LQHOKOTPNPQKRPRQLSMOQLPPQPNQTNPRPKOKJQMQPNNLNOPOPLOOLSQRPQLLOQRNSOMPMSNQRKPNTOQPKNMLPOOQRRSVOOMNQJOPNRPMLNOPNSOKPMMSPOPNTLKQKPMOMPMQLRNPLOMQNPLJMQPLNPMOPQOMKNTNHMPOPPSNQLRSPNPPONMOMMLOPSQNLMQROSMMQQMOSQPJPLPMKPQQPNLQPLOLSLNONRNMRMOLOPQOMPNNONPNMOMQLOPPRQLKMSNMTJNPTLTQPOQMNPRNKQOQPLOOLPSQPOPOOMRRRLMKMRRLNOROHOMROOKRQPOOLKPPSNPPMLPQTOPPMMNIOQQPROKQRMROSSRNNOLONNNORNLKOKPQPNLMMROQNOPN
selzepti	se+zepti:  quantity in 1E-21's:   x1 = zepti2 (quantity in 1E-21's), x2 = zepti1 (1E-21), x3 = zepti3 (1E-21's dimension)	jbo	OPOQNMSQQLTIPPOMKPMOPOPQRPMQSPUTPPOKMMPQRPONNNMOPONPKRUPMOOOROQKQNMNJQLQKNMQQNPNOOQPNOPPSNMPPOQOQLSRPTNPKRQSLNRLRPPSSRUMSPOQMPNOLTMPMROPNPHMQOOQMOPKRNNOQLMMMLUNJOQPONQNMQRMLPSOTOLPOLMPOQPQNNNOQTNKQPLOSMQJNJNPJNMLNKOLQMMLPLLOKQNLPNOOLLPPNMORNNPMQPORNQTKOPNHQRJOPKMNMOTROQPPPNLPMOORMPMLSKSPRMOOOOQNQLLKNSPKQSPQNQQTPNMRSNRONLKOONOPMROPMMQNKQMJPROOOMNNSPRNUNPMKPQLLOPNTPOMONQMPQNMJPSNOOQL
