@rowCount	6194
masculinisar	to make manly, make masculine	en
masculinitate	masculinity	en
masculo	male	en
mason	mason, Mason, Freemason	en
masoneria	masonry	en
massa	mace (herald’s staff, club), sledge hammer, mallet, beetle, ram; mass	en
massacrar	to massacre	en
massacrator	massacrer	en
massacro	massacre	en
massage	massage	en
massar	to beat (with a club), cudgel, thump, ram, drive with a ram; mass, group together; to massage	en
massero	mace-bearer	en
massetta	small mallet	en
masseur	masseur	en
masseuse	masseuse	en
massive	massive	en
mast	mast	en
masticar	to cement, putty; to chew, masticate	en
mastication	mastication	en
masticator	chewer; masticatory	en
mastico	mastic	en
mastodonte	mastodon	en
mastoide	mastoid	en
mastoiditis	mastoiditis	en
mat	checkmated, dull, mat	en
matador	matador	en
matar	to checkmate, mate, dull, mat (metals)	en
match	match	en
materia	matter	en
materia prime	raw material	en
material	material, matériel	en
material de guerra	war material, ordinance	en
material de isolation	insulator, insulating material	en
materialisar	to materialize, render material	en
materialisation	materialization	en
materialismo	materialism	en
materialista	materialist	en
materialistic	materialistic	en
materialitate	materiality	en
materias prime	raw materials	en
maternal	maternal	en
materne	maternal, mother	en
maternitate	motherhood, maternity, maternity hospital	en
mathematic	mathematical	en
mathematica	mathematics	en
mathematico	mathematician	en
Mathusala	Methuselah	en
matinal	morning, rising early	en
matinas	matins	en
matinata	morning, morning’s duration	en
matinee	woman’s negligee, matinee	en
matinero	early riser	en
matino	morning	en
matras	mattress	en
matrassero	mattress maker	en
matrastra	stepmother	en
matre	mother	en
matre affin	mother-in-law	en
matre superior	mother superior	en
matre vite	nut (threads onto a bolt)	en
matreperla	mother-of-pearl	en
matriarcha	matriarch	en
matriarchal	matriarchal	en
matriarchato	matriarchate	en
matrice	matrix	en
matricida	matricide, one who kills his mother	en
matricidio	matricide, act of killing one’s mother	en
matricula	roll, register, list (of members)	en
matricular	pertaining to registration or enrollment; to register, enroll (someone), matriculate (a student)	en
matricular se	to matriculate (as a student)	en
matriculation	matriculation	en
matrimonial	matrimonial	en
matrimonio	matrimony	en
matrina	godmother	en
matrona	matron, elderly wife or widow	en
matronal	matronly	en
matta	mat, matte	en
mattar	to lay with a mat	en
Mattheo	Matthew	en
matthiola	gillyflower, stock	en
matur	ripe, mature	en
maturar	to ripen, mature, ripen, bring to a head, maturate	en
maturation	maturation	en
maturative	maturative	en
maturitate	ripeness, maturity	en
matutin	morning	en
matutinal	matutinal, rising early	en
matutinas	matins	en
matutino	morning	en
maure	Moorish	en
mauresc	Moresque, Moorish	en
mauresca	morris (dance)	en
Mauritania	Mauritania, Mauretania, Mauritania	en
Mauritio	Maurice, Mauritius, Mauritius	en
mauro	Moor	en
mauser	Mauser (rifle)	en
mausoleo	mausoleum	en
Mausolo	Mausolus	en
mauve	mauve	en
maxilla	jawbone, jaw	en
maxillar	maxillary	en
maxilliforme	maxilliform	en
maxim	maxim (gun), machine gun	en
maxima	maxim	en
maximal	maximal, maximum	en
maxime	greatest, highest, maximal, most, especially, principally, exceedingly, very, certainly	en
maxime commun divisor	greatest common divisor	en
maximo	maximum	en
mayonnaise	mayonnaise	en
mazurka	mazurka	en
mear	to go, pass	en
meato	meatus	en
mechanic	mechanical	en
mechanica	mechanics	en
mechanico	mechanic	en
mechanisar	to mechanize	en
mechanisation	mechanization	en
mechanismo	mechanism	en
mechanotherapia	mechanotherapy	en
medalia	medal	en
medaliario	collection of medals, medal cabinet	en
medalion	medallion, locket	en
medalista	medalist	en
mede	Median	en
media	average, mean	en
Media	Media	en
media arithmetic	arthimetical mean	en
media geometric	geometrical mean	en
medial	medial	en
median	median, medium	en
mediana	median	en
mediante	mediant	en
mediar	to mediate, form a connecting link between, act as an intermediary	en
mediastino	mediastinum	en
mediate	mediate	en
mediation	mediation	en
mediator	mediator	en
medic	medical	en
medicabile	medicable	en
medical	medical	en
medicamentar	to treat with medicaments	en
medicamento	medicament, medication, medicine	en
medicamento pro uso interne	medicine for internal use	en
medicamentose	medicinal	en
medicar	to medicate, treat medically	en
medicastro	medicaster, quack	en
medication	medication, act or process of medicating	en
medicina	medicine	en
medicina forense	forensic medicine	en
medicina interne	internal medicine	en
medicina legal	forensic medicine	en
medicina preventive	preventive medicine	en
medicinal	medicinal	en
medicinar	to give or administer medicine to	en
medico	physician, doctor	en
medie	half, middle, average, mean	en
medie etate	Middle Ages	en
medie fratre	half-brother	en
medie hora	half an hour	en
medie mesura	half measure	en
mediedie	midday, noon, south	en
medienocte	midnight	en
medietate	half	en
medieval	medieval	en
medievo	Middle Ages	en
medio	half, middle; midst, mean, medium, means	en
medio anticonceptional	contraceptive	en
medio de transporto	means of transportation, conveyance	en
mediocre	mediocre	en
mediocritate	mediocrity	en
medios	means, pecuniary resources	en
medios de subsistentia	means of subsistence, livelihood	en
meditar	to meditate, be engaged in meditation, plan, contemplate, think of, ponder	en
meditar super	to meditate upon	en
meditation	meditation	en
meditative	meditative	en
meditator	meditator	en
mediterranee	inland, Mediterranean	en
mediterraneo	inland sea, Mediterranean	en
medium	medium	en
mediumnic	Spiritualism mediumistic	en
medo	Mede, Median, Median (language), Medic	en
medulla	marrow, pith	en
medulla spinal	spinal cord	en
medullar	medullary, containing, consisting of, or resembling, marrow	en
medullose	marrowy, pithy	en
Medusa	Medusa	en
medusa	medusa	en
meeting	(political) meeting	en
megalocephale	megalocephalic	en
megalomane	megalomanical	en
megalomania	megalomania	en
megalomano	megalomaniac	en
megalopole	megalopolis	en
megalosauro	megalosaurus, megalosaur	en
megametro	megameter	en
megaphono	megaphone	en
melancholia	melancholy, melancholia	en
melancholic	melancholy	en
melassa	molasses	en
melic	melic, meant to be sung	en
melio	better	en
melior	better	en
meliorabile	improvable, able to be improved	en
meliorar	to improve, ameliorate	en
melioration	improvement, amelioration	en
meliorator	improver, ameliorator	en
meliorismo	meliorism	en
mellar	to make honey, honey	en
mellate	honey, honeyed, honey-colored	en
melle	honey	en
mellero	honey dealer	en
mellifere	melliferous	en
mellificar	to make honey	en
mellification	honey making	en
melliflue	mellifluous	en
mellifluitate	mellifluence, mellifluousness	en
mellose	honeyed, honeylike	en
melodia	melody, tune	en
melodic	melodic	en
melodiose	melodious	en
melodista	melodist, composer of melodies	en
melodrama	melodrama	en
melodramatic	melodramatic	en
melomane	melomaniac	en
melomania	melomania	en
melon	melon	en
melon de aqua	watermelon	en
meloniera	melon bed	en
melopeia	melopoeia, composition of melodies, chanting of verses	en
membrana	membrane	en
membrana false	false membrane	en
membrana mucose	mucous membrane	en
membranacee	membranous, membranaceous	en
membranose	membranous, consisting of membranes	en
membratura	(human) frame	en
membro	member, limb	en
membro del parlamento	member of Parliament	en
membrute	stout-limbed	en
memorabile	memorable	en
memorandum	memorandum, note, record of events	en
memorar	to remember, recollect, recall, bear in mind	en
memorar se	to remember	en
memorative	commemorative	en
memore	mindful (of a person or a thing)	en
memoria	memory, remembrance, recollection, memoir, memorial	en
memoria curte	short memory	en
memorial	memorials, memorial, statement of facts in form of a petition	en
memorialista	memorialist, a writer of memoirs	en
memorias	memoirs, autobiographical record, transactions of a learned society	en
menacia	menace, threat	en
menacia de guerra	threat of war	en
menaciar	to menace, threaten	en
menacias de morte	death threats	en
menage	household, ménage	en
menagerie	menagerie	en
menar	to lead, guide, conduct	en
menar bestial al abiberatorio	to lead an animal (horse) to water	en
menchevico	Menshevik, Menshevist	en
menchevismo	menshevism	en
menchevista	Menshevist, Menshevik, Menshevistic	en
menda	defect, blemish, fault, error	en
mendace	mendacious, lying, untruthful, false, untrue	en
mendacio	lie, falsehood	en
mendacio officiose	white lie	en
mendic	beggarly	en
mendicante	beggar, mendicant, mendicant friar	en
mendicar	to beg, go begging	en
mendication	begging	en
mendicitate	mendicity	en
mendico	beggar	en
mendose	defective, faulty, erroneous	en
menestrel	minstrel	en
meninge	meninx	en
meninges	meninges	en
meningitis	meningitis	en
meningitis cerebro-spinal	cerebrospinal meningitis	en
meno	minus	en
mense	month, monthly salary	en
mensor	measurer, gauge	en
menstrual	menstrual, pertaining to the menses	en
menstruar	to menstruate	en
menstruation	menstruation	en
menstruo	menstruation	en
mensual	monthly	en
mensualitate	monthly payment	en
mensura	measure	en
mensurabile	measurable	en
mensurabilitate	measurability	en
mensurar	to measure	en
mensurate	moderate, temperate	en
mensuration	measuring, measurement	en
mensurator	measurer	en
mental	mental	en
mentalitate	mentality	en
mente	mind, intellectual powers, mental force	en
mente aperte	open mind	en
mentecapte	feeble-minded	en
mentha	mint	en
mentha piperate	peppermint	en
menthol	menthol	en
mentholate	mentholated	en
mention	mention	en
mention honorabile	honorable mention	en
mentionabile	mentionable	en
mentionar	to mention	en
mentir	to lie, tell lies	en
mentita	lie, falsehood	en
mentitor	liar	en
mento	chin	en
menu	menu, bill of fare	en
menuet	minuet	en
meravilia	marvel, that which excites wonder	en
meraviliar	to marvel	en
meraviliose	marvelous	en
meravilla	marvel, wonder	en
mercabile	merchantable	en
mercante	merchant, dealer	en
mercantia	trade, traffic, merchandise, ware	en
mercantil	mercantile, mercenary, grasping	en
mercantilismo	mercantilism, commercialism, mercenary spirit	en
mercar	to trade, deal, do business	en
mercato	market, market place	en
mercato nigre	black market	en
mercator	merchant, dealer, marketer	en
merce	merchandise	en
mercede	grace, mercy, clemency	en
mercenari	mercenary	en
mercenario	hired worker, mercenary, hireling	en
merceria	notions, small ware, notion or small-ware trade or store	en
mercerisage	mercerizing, mercerization	en
mercerisar	to mercerize	en
mercerisate	mercerized	en
mercerisation	mercerizing, mercerization	en
mercero	dealer in notions, small-ware dealer	en
mercurial	mercurial	en
mercuric	mercuric	en
mercuridi	Wednesday	en
mercuridi del cineres	Ash Wednesday	en
Mercurio	Mercury	en
mercurio	mercury, quicksilver	en
mercuriose	mercurous	en
merer	to merit, deserve	en
meretrice	prostitute	en
meretricie	meretricious, of a prostitute	en
merger	to plunge (into), sink (in)	en
meridian	meridian	en
meridiano	meridian	en
meridiano magnetic	magnetic meridian	en
meridie	midday, noon, south	en
meridional	southern, meridional; southerner, meridional	en
meringue	meringue	en
merino	merino	en
meritar	to merit, deserve	en
merito	merit	en
meritori	meritorious	en
merla	blackbird, merl	en
meropia	meropia, partial blindness	en
mersurar le febre	to measure a fever	en
mersurar se con un persona	to size oneself up against someone, measure oneself against someone	en
mersurar su parolas	to weigh one’s words	en
merviliose	marvelous	en
mesalliance	misalliance, mésalliance	en
meschin	mean, paltry, shabby	en
meschineria	meanness, shabbiness	en
mesenteric	mesenteric	en
mesenterio	mesentery	en
mesenteritis	mesenteritis	en
mesme	my-, your-, self/selves; same	en
mesmerian	mesmeric, mesmerian	en
mesmerisar	to mesmerize, magnetize	en
mesmerismo	mesmerism, animal magnetism	en
mesmerista	mesmerist, animal magnetist	en
mesmo	likewise, even	en
mesocarpio	mesocarp	en
mesocephale	mesocephalic	en
mesocephalo	mesocephal	en
mesolabio	mesolabe	en
Mesopotamia	Mesopotamia	en
mesopotamian	Mesopotamian	en
mesozoic	Mesozoic	en
message	message	en
message de Anno Nove	new year’s greeting	en
messageria	shipping office, shipping service	en
messagero	messenger	en
messe	harvest, crop(s)	en
Messia	Messiah	en
messianic	Messianic	en
messianismo	Messianism	en
messidor	French Revolutionary Calendar Messidor	en
mesticiage	(action or process of) cross breeding	en
mesticiar	to cross, cause to interbreed	en
mesticio	half-breed, mestizo	en
mestiero	craft, trade, job	en
mesura	measure, size, extent, dimension, measurement	en
mesura de capacitate	capacity measure, dry measure, liquid measure	en
mesura de guerra	war measure	en
mesurabile	measurable	en
mesurabilitate	measurability	en
mesurar	to measure	en
mesurar se con un persona	to measure one’s strength against someone	en
mesurar su parolas	to weigh one’s words	en
mesurate	measured, temperate, not-excessive	en
mesuration	measuring, measurement	en
mesuration de un distantia	measurement of a distance	en
mesuration de un spissor	measurement of a thickness	en
mesurationes bathygraphic	bathygrafic measurements	en
mesurator	measurer	en
mesure	measure	en
metabole	antimetabole	en
metabolismo	metabolism	en
metacarpal	metacarpal	en
metacarpo	metacarpus	en
metallic	metallic	en
metallifere	metalliferous	en
metallin	metalline	en
metallisar	to metallize	en
metallisation	metallization	en
metallo	metal	en
metallo blanc	white metal, babbitt	en
metallo dulce	soft, malleable metal	en
metallo vil	base metal	en
metallographia	metallography, study of metals	en
metallographic	metallographic	en
metalloide	metalloid	en
metalloidic	metalloidal	en
metallotherapia	metallotherapy	en
metallurgia	metallurgy	en
metallurgic	metallurgical, metallurgic	en
metallurgista	metallurgist	en
metallurgo	metallurgist	en
metamere	metamerous, metameric	en
metameria	metamerism, metamery	en
metamero	metamere	en
metamorphe	metamorphic, metamorphous	en
metamorphic	metamorphic	en
metamorphismo	metamorphism, metamorphosis	en
metamorphosar	to metamorphose, transform, cause to change form	en
metamorphose	metamorphosis	en
metaphora	metaphor	en
metaphoric	metaphorical, metaphoric	en
metaphorisar	to metaphorize	en
metaphrasar	to metaphrase	en
metaphrase	metaphrase	en
metaphraste	metaphrast	en
metaphrastic	metaphrastic	en
metaphysic	metaphysical	en
metaphysica	metaphysics	en
metaphysico	metaphysician	en
metastase	metastasis	en
metathese	metathesis	en
metempsychose	metempsychosis	en
meteoric	meteoric	en
meteorite	meteorite	en
meteoro	meteor, atmospheric phenomenon, shooting star	en
meteorologia	meteorology	en
meteorologic	meteorological	en
meteorologista	meteorologist	en
meteorologo	meteorologist	en
methano	methane, swamp gas	en
methodic	methodical	en
methodisar	to methodize	en
methodismo	Methodism	en
methodista	Methodist	en
methodistic	Methodist	en
methodo	method	en
methodologia	methodology	en
methylamino	methylamine	en
methyleno	methylene, wood alcohol, methyl alcohol, methyl	en
methylic	methylic	en
methylo	methyl, methylene	en
meticulose	meticulous	en
meticulositate	meticulosity, meticulousness	en
metir	to measure, scan (verses), survey (lands)	en
metir se	to be moderate, practice moderation	en
