@rowCount	3393
w	d	n	t	g	r	q	v	s	b
tendo	$x_1$ is the tendon/ligament/sinew attaching body part $x_2$ to body part $x_3$ in body $x_4$	see {xadyskoterjo'e}	experimental gismu	tendon	tendo	KOOPNNSQRNVOSQONMQLPOSNPKOPPONJRKRMPPLMPOLPKPUNROPNOOSRQKLLOSQQQNLQMMOONMQPOTMQPKOPRLSMOLQOMPOOOPNKOOOTRLKLQROPONLMNMQOPRPKOLLMOOMPJHNMNLMPNLSNPKQLOPQPONNPMKOOQNNOKPMNOQKKMPNPOQLQQVMRNNOJQNKPQNOLNPNNMSTMNMUPQMOPOQPRKMOJOLRPOLROPNMQSPQNKJLRRNOKSPMOOQOPLNPMLNMNNNNPMTNTRNNOMLQNOSLPNNOPMNMOPOQOLLOOROMPLMLMQMMNNOLPVONNRLPPOPOPJORQQQOOPQOQMKRNJSOSQNOMQJOTLNMLRTMNQOMQTPMPPNMRNOLJPSPOQQSSQ
pegrsu'e	$x_1$ is a PEG rule matching at most one repetition of rule $x_2$ and returning a sequence of any match results	See {pegjva}, {pegrke'u}, {pegrsu'o}	fu'ivla			JNQNNPSNSNSNUMOQMNNKPMNOOPMPSPMPOSOONKQPNIQNQTLPLONOLSUSOPPMOOMPOLKLPSMOMRNQUMRRHOQMQMNLRQONQQNORPQQOSNNNONORLLKSPJOJPONRQNLNPLONNOHMMJOKRPLLQNQPQLSOMOMORQNPQOLMLOPSMOPLMLOMONONMPORORNMRLTPNPPNMNPQPPQPNPJSOQLJQOMMNRKLKMMNPOONQNOPJRMRPLMNMQNOQLQSNNPLQPMLQMLONLJNMPPRNRSPONPQMQOPPNPLPNNOQOVPPNMPKOSLRPOKNQSJNQQMPQSNPOQMNNOLKRMPQOOQJSQKNONPQMQLQPOKQPVMOQOQIPQONRRPKPQOPQMNKQKLKPRPPRNSSUO
pegrsu'o	$x_1$ is a PEG rule matching at least one repetition of rule $x_2$ and returning a sequence of the match results	See {pegjva}, {pegrke'u}, {pegrsu'e}	fu'ivla			JNRNNPSNSNRNUMOQMNNKPMMOOPMPRPNPOSOONKPPNIQNQTLQMONPLSUROPOLPNMOOKKLPTMNMSMQUMRQHNQMPNNMRQONQQNOQQQROSNNNONORLLLSPJOKOONRQNMNPLONNOGMMJOJRQLLPOQPQMSOMONNSPNQQOLNLOPSMOPLMLOMOOPNMPPRNRNMQLTPOPPOMNOQOPQPOPJSPQLJPOMMMRKLKMMMQOONRNNPKRMSPLMNMPNOQLQTONQLQPMLQMLONLJNMPPRMRSPNNPQLPOPONPMONNOQOUPPNMPKOSMRONJNQSIOQQNPQSNPOQNNNOLKQMPRONPKSQLONOPPLQLQPNLQPVLOQPQIPQQORQPKPPOPPNNKRKLJQQPQQORSUO
peizlemustei	$x_1$ pertains to Mousterian technological industry/culture/know-how of period and location (specifics) $x_2$ in properties $x_3$		fu'ivla	Mousterian		PQPNOKNKPMTJRLLOONSPURPPQPOOPQNURPRSQRQQNNTLLQOLJPMLONTONNPMSPMMQOOOMNQONMINOKKLOTPLLQNMQNQMNQPQRPTNOMIOILJNORNPLMONLPNLMNMOKNNOPOMPNNMOOLRMGNPNNNRMLQNPQOQMLQRPPMPRPNMONMNONSNQPQMRQLPMLNNRMOSQNQNOUTONPTNQNPKSKPIMPPSPQOJLNQKOQNPOLLMQNOMOMOMOPNLROJJNOSKLMOOLMQJORNMPOROVKNPOTLTOUJRQQQNONNNTLQTNOJOQNQMPPRORPONOQQQOPKLPLMQOMMRNOPTRPQNROPOMOQNPTOPOKOPONSPNONOONNNNNMORPOMSNRQQRNKNQNNKSNQP
pelmeni	$x_1$ is a piece/pieces of dumplings/ravioli/pelmeni/dim sum (Hongkong/Xianggang cuisine) containing $x_2$	Cf. {nanba}, {rectu}, {sanmi}	fu'ivla	ravioli		LNSRNNQLUJVIPOQNPOOMPPNPTRNPSQNSOPPTMORNOKULLRKOMLNQLPRNPLNOOQRLMPKPMPNPPQLOTKMOKUPOKQMOOLNOPSNQNOOPQQNMKLOMRKOMNLKOONKNOOMNMLOOOQPPRLONORNOFUPKPNONONPOMPSOMPOOMNLMKONQOOLQMNNOQJRNQPPLPNLOPNOQLPNOOMOQRQOLQPPQNPPLKRPNQNGMPNJOMQKMOMPTQQJPQMPSRSNOMOONLTPPMOPKNPNKOJONNLPVPNPLNMPNOPNRMPOLOMNSOPPLNPPRLNMRLOPSNNPNPKOUPOKONPUOQLLKKMNOSOPMLNKNPQPNTQSLMONQKMRPOOQUOMPQQKLQQSLPOPPPOMNPORSMPSON
pelpeli	$x_1$ is black pepper of species/variety/cultivar $x_2$		fu'ivla			LMLRQQOPQIYJRMMKQMLNQPPPMUONQNMUSNPONMTOLLSONPPMONORMQROMKOSNQPPNPMMOMQQOSMSTNLRNQLRPRMMOQOSNOKPQLLQNMMNMKNNRNPKHKPNRMMOOMKMNMOOPPNMNPNOLMQOGPPPNPNOORNQLOQLNOQOOQNOMNNPNOMPPPOIQNQNTRTPPUMNNONOPQIPSNQOOPPOORVRMPPOKQRRQMMONNKONQPQLNLPMONPOMQQRVKRJQNNMPSPNNQMMPNQNNMQMMQRONPORSQNNOOMMNOOPNLPLOOONMTPONNLNONPOOPOKLRRTOLRKNUOOMNOQOLISPORKNKLQOQTONSJNNLNPNRPPLQPQNPNMKLRKPMQMQNNNKLMRRNMQQOP
pemcrlimriki	$x_1$ is a limerick about subject/theme $x_2$ by author $x_3$.	Cf. {pemci}, {pemcrxaiku}, {pemcrsoneto}.	fu'ivla	limerick		OMPPPOUKQORNUOQTMKNPSSOQRONNQRKQNTNSONPQMKOKQQLQOMMPMNPSSPMLOROOOKMRPSNOMTPMRNLOJPQPNRMOOQOMQROOQMNPNSLQOOOLOKQKNLNQMLMRRPLQQMOOPSPLSPKOLQQNKPOQMQORPPQNMPQNORQQNLJMONPSNOKPONOMRLQMPMSJPNPMNLQNOLNNRLMOSQLNONRTNNNNNQTLKNKPRMKONRJPPLPNROKNOQSMNRKSNMNKPOSNPNMOKNMNLNNOSMPPMOLMPLQKTORPOONPNROSLPMQLMNOMPNPKOMQMMJMOHPTNQMOOMQOMNRKROPMQPQNPNOMNNONPTKILROSHNQPOLMQSMQIOMPSOOQNOPSOOKOSPOPMQQTM
pemcrsenru	$x_1$ is a senryū poem about subject/theme $x_2$ by author $x_3$.	Japanese "senryū" 川柳	fu'ivla			MPOQQNTIRPVOQOOROJNPQRPQRNNOQQMQNRQRPNQQNOPMRQMOPPOPMMQPQOOOPRPNOKMQOPQNRQMPQMKMKNPQMPMLPOPLRSOQOMMPPPORONNLOLNKMNPOOKIRONLOOMNOSRMKONMOKPNPLSNLKMOOPROKMQQOKQPQPMIMNNPTOMLQOPPLQKLMQORIPPPLOKPNOMOOPJKPSPNMOPNUJMORPPTKNOKQQMLONRKRPLOSNNKOOOQMPTLPLOMHPQTKNPNOKOMOMLLQSKQONPLPMNSLUNTOQNKPPOPOLRRQNQPOKOMQLPPPLMLOQLMRQOMOOKPONMPLPPOLQSUNMLLLPOQMQRMHNRNOJMQPNMPQRKOKSPPRQQQNMOQOPNMRPNPMRSNL
pemcrsoneto	$x_1$ is a sonnet about subject/theme $x_2$ by author $x_3$.	Cf. {pemci}, {pemcrxaiku}, {pemcrlimriki}.	fu'ivla	sonnet		OONNRNTISOQPRPQRPMONTUQOPNMOQPKRQROTQNNQMNOMPPLOOOOONOPTNOOJRRPPQNPPPPTNMROOSLNMMRQQOTKMNPMKRQPNPMJOPPMQOOPMRNLLNKNOOPNQQPJPRJLOPTPNPOOONONPJQLNNOPPKQNNNOSPPQNPQOIOQOPRKOLNLLONQMPOPLQKMUOLNIQPQMNORLLPNSLNOORRKNONNQVMQOONRPKOLQKQNLPQMNNLJNQQPSMSNOKJNNQNPONNIQNPMNOPSLQQNPNOPOPJVKQSQOPOPPLPLPLRMOONMPJMONPNMOKNQKPSOQPQMNQOOLPKOOPKTOOMLKMLPPOLRSNLLSRSKPMPLMOSQNRLRNNRQMNNNNQMQKOSPSNMOTQK
pemcrxaiku	$x_1$ is a haiku about subject/theme $x_2$ by author $x_3$.	Cf. {pemci}, {pemcrsoneto}, {pemcrlimriki}.	fu'ivla	haiku		NNPORNVKPOTOROQSOKLPPSOPSONPPRMSOSMTNNNPNMOLRQLNPLMQMPMSPNONORRPPMKQPSRPPRMOONMLKORPMSLLMPQMRRMNRLLQNQOPOOPLRMNJOLNPNNMSQOLOQKMOQQPKOMMNLOMOLPPMMOQQNQOMLOSPMROSNPINPNMQNNKNNOPMQONLQOPHOOPLMIPMOLNNQMLOQTNMOORVMNOOORTLNONOQPJONOJRRMPRQQLONQSOPQLSLNMKPPQNNPMMIPONKKOPRMPQMNNNOORLUMPSQQKROORRKROSKNOMMRMNNPLOONLONKNRLPPPMPQOMLPKONOKRPUOMMLMOPOLQRNJNRMQJMPQMNPSSINLQOPRQPSNNLQOPLOSPPOLQTQP
pemsoneto	$x_1$ is a sonnet		fu'ivla	sonnet		NNOMNOUJSOROQOOPOMNLRTRONLNOPNKOOPRRQOORNOPOOPLPQOPOOMSSNNPKRQPOQNQNPPTMJQMNTKNQLSRRORLMMMKLPRPNPLHPROMOOPPMRNKKNNOMNQMPOQKRRKJOORQLOPPOQLKMIPMNQOQOIROLOLQQQPMPROKOPPNSLNLNMNKPLKQQPKOMOSOPNIQQONNPQMLQQQNOMNSRLNOLOOTJSRLOSNKOKSMQMLQSKOPKJLSRSUPRQNJLLOONNPNNKRNQOLOORMQSPOOQOPNKVNQRQOPONNKPOOLPNPNONOKLONQNLPNORLTRQQPPNNSORNOMQMPNTOPPMKOMROPNOSQPJOPSOPOPMONPQQTNQPMPRLMOMQPPRLNPNRKPPQQK
pemsuua	$x_1$ is a poem/piece of text with number $x_2$ (li) of $x_3$ (metrical foot) per line	See also {pemci}, {iambi}, {troxeii}, {anpesti}, {daktili}	fu'ivla	meter		LNSOOQRMUNSNTNNQMMNQRSPSOOMNRQLSPPPQPNQSMIROPRMNLRNSLQRQPPONPSNMMMLNOROOSQMNQMMNKQRRKPOOPMPOOSNRQNOOSSLTMNPMONTHNNMKNLOTNONNMOROOQRMMOKRLPOMMROLOPNPNNQMQRPPLOPOPMILNPOOONPNNSNLNKPQPOTHNMMMONSOQLMOPMMMRPMNQONSJLQMPNSLLLIONLJOMVMPONQSQUKPNOPPPOMQQMLMMQTLLOQJNOLKNPNQRMQNOMMLMMPNRPONMPLOPRPRNPPOKPNTMRLPQPPQQKPPNKRROPLOJMPOKMNLNRQOROSLLQNLPLNOQROKMPMPILRPQOPPQMSOONMPQMONLPPPPJOONQKORQOK
pemxaiku	$x_1$ is a haiku		fu'ivla	haiku		OMRONPVKRPUPRNQRNKLONSPNQONQOSORKQORNNPRNMNMRPLNSKMPMQPQOOOONSSOOLKQPSPQORJMQOMOINSONQNLLNQMQTKNQMJSPPOPNOQNPLMKPOONNPMSONMNPNLOQORLNMNNNMLLKOQMMPRQLPOLMMPOMROSNOLLONLRMLJOQRNMLNPMRPOJOKQNLHOMNLPMPMMOSSQLNNRVOLONQPQKORJORMKOMPJQQMQRPRMNMQTORRMRNNNMMQONMOLMJQPNMGOPQNQSMLOOOONMSPPPPOHSNORRMQPQMLMNNQMMPPNOQMNLNLROKOPPORQOMMPLPMQMRQWQOOMMQOOMQROONNIQLNQQOOSOTKNNPPNQSOROMNRRRMNRNQMOQRPO
penmikani	$x_1$ is some pemmican with components $x_2$	See also {cidja}, {rectu}, {jbari}	fu'ivla			MNSPPMUNRMXLTOQQNONQMPPQORROUMMSMPQUQLOOOKRMPQNMKMMMMPRPNMMNNRNONPMLNROMNPLQULPPLSOPORNLMMPPRROOOMMQOSOOJLOORMMJLJKLMNNNQNNOQKOOQPPLNRNOMMMPGSRKMQPMOOOPPQSPJPOPLOJMMNNQQNNNOPNMNKOQRPSKOQMONOROMQMOQOMOQPNJLNNSJNPNOPSNPNHLOOKOLOPQOIQPMTMNMLPVQROPPOMQPRROOOKMLRLMMLMMQNPWNLPLOOPNSMQPPOPMTNOPPPPPQMRSLPMPKNQQPMPNONPRMQLSNTQONLNKOKNPSOROLSQMMRMMPQPOMQNSNOOMONPSRNOMPIOSPNMOONQONKLQPPPMRRSO
perfore	$x_1$ perforates $x_2$ with holes $x_3$		fu'ivla			PRQQMMULTORKSQLQMRPOMPMPMPKOQOKLMQSPNPLQLKPMPQMPMJMLLMQNMLONRPMPOMONMVPQNLRTPNQNLQQNNOPLLMLOMSLPMNKPNRLMORLOSNNMQLLNOOSOMQJKQKOOPPMMOONOPQNLIPQMPNLPMOONQQULIQOPOOMPSOLONOLPPOPRLMPTORQNOMOQPNPPNLPNOLIQPOILQPRMNOPLOPTKQNKMRMLOLQNQRLPPONJNQNPRPNJRMONPOQTMJPONMQLLOOONROLVMOMLQOMLRNOQQJQQLPSSRONOMPQRLQLROOOTMNPRQNSQJQOSQLSOMMLNOMPQRORQKRNPQRLNLRQMOQOQNPPOPNQQQQNNPNTOLNMRMQRNPNQQTQPQQOTN
pergamena	$x_1$ is a parchment		fu'ivla			LOPQLOVKTOVOQNNMNNMNOTQPPPNMTPNOMQQSPNQPMJPPRSNNKNOOLNOPNNOQLUSQNPOQMONOQQNLSKMOLPPSMRMMMPRPPTIORQMSPRONNLOJSJNLLKLLOMNNOOLQLLOOOSONNNOMKPPLGTQRMNNNLOQMOQQQNPPNOMJNOPOSLOOOPQONOIPPQOSLQQMQOOORLNLOQJMOUNNKPMPPNNONNQSMQOJNRKLOMRLRNJSTPNMNMORPRTPONMLQORQQNMMJPPLLPLLORLOTNSNPSNQLQKORJNMOPRRQPNPPOMORLNMOMMNNNNLMPPPSNNORPOPONMOJMMTLQNRQLNNMPOOORRPNLPPTLPPNRRRNOKOPQLNRPOPPOORLPNNOQTOLRNSN
pergola	$x_1$ is a pergola	See also {bitmu}, {spati}.	fu'ivla			PQPPINRMVNSMPPPSPLNMKQPQNOMROPMQOPPSRKORLJOPOQLROOLKMLRQOONQMRNQMLPMNQRPNMLOPNPQLPPPLOMLNMMLNRNPQKLQOSQPNQLORMMMPNKPMNNOMPMSQONOQORMLPLMMNOOIOUPQOMONPQJLUWNKQQOMLMMOOLTNMMMNMOOLLPRRPQLRRLOQNROPLMPQOPPTQMJPQSQLPQLNPSMMMHPQOLOJQMPQNQRLRHPPMSSSRKQNOLQNNRLJNPNMONKLOPRSMQUOOKLQOMMSNSOLMOKLOPSPQNNLMORHPLOOPQQOMPOOLSQMQQUMOTONMMQONPONNPOLQNPTPNSMRRNKNNPOOOPMNLPSPQPOMOQNPMNKRPPSNORPONNSMQO
persika	$x_1$ is a peach of variety $x_2$	see also {flaume}, {rutrprunu}	fu'ivla	peach		ONQSLQUJROUKSOQPQOMOQRQTNOLRPNJSOSMNQLQPLOOPNPKOOMININSPNNOQNQRMOOMMOOOPMQKQSMJRJOMRMNLMNRPQPQONOILPQQSQIMOKPOQKKMMQLOMOQQNNOOMONRQOPQLOKNNPHPOONONQLNLNKOPMMPTNOMMKQOPQQMPTOMNMPLNMQOPNMQMRQMOPLOLQPSOQTRMKRPRSLNNNMQPMROHPQJLOMSLPOMQNMOJPOKRRQOLRJQMNOPPPPQQJKOLMOINSOLQSRQRNPOONPPQPQPMPPNQNMONMOMNPJMLSMONPORMNQMPTMPJONNMONPQMQNOORPNOLRPNPQOQOQNMLOMOMOTNMONNROQNPJMTNOPNLUQPQMMQTNQOTOSM
persimo	$x_1$ is a persimmon/ebony of species/variety/cultivar $x_2$.		fu'ivla	ebony;persimmon		POPQMMQJUPVLNLKQQLLPSQNPONMPRPLNRRNRRMPPMMPNNRNOMOOLMMPNMNNPPQPQOOOOMKSQNRMQUMPMLTMQMPIPMNLRNPOQPNMQOQPNLMJNRMPMJPNONOOMLSKOOKPOPSOKROMMLPNOFPRRRONNLSNOMLTNNOPQOKLMPPQPQNPQMPOMNKPPTOOMOSMQNNQQNJJOQOPNQQKLOPSRMPMNISSOSNJOMLKOONORPNOTLLONMOSQQTMQKPMNOORRJNQLNLOMSJNPRLNTQRLNPPRNTQONJPMPLMNNMNNNOMPQLPLPQLPQNPQRPOSVONMPLNQONMPMNOQNQOLPLNJMRQRPPPQMMOONNRPPQNQSNMQLPLMPNMPSNPPQPOLLPOOOWKNM
pervuui	$x_1$ reflects Peruvian culture/nationality in aspect $x_2$.	Cf. {peRUV}, {ketco}, {gento}, {brazo}, {tcokumte}.	fu'ivla	Peruvian		QLNQPLSKQRVLQOOQMKQQQNQSOPNOROJRRRNTQNONMLRMNQPQOPQRLLNOPMNRNQMONMNONPRLPTLPTNLOPPPNQRKLOQOPQPNLTPMOQPNONILLSNNLKPOQONMMMPMPQMOOQRPKMONPMKQMLRNRJOMPLQOQNNLMLPNPOONLROMRPMMPMOPMMMNPONNKORONSLQPMNNPUNNPQQNRNPRSJRMMMUWLONMOOKLOMNOONKSSMMPKNPSOPTOUOOMPKNOKONOROONOKMMQRQNUPONMKNSKPNQNPOJOLOKMMPQRPNNNKPKMMQQQIMPPPSLPOTNOJOPOOLPMPRONQQNONMLMOWQONQNMMQKNOLQMOJPOSIQPTOLRQNOOLOQOOORLNPOPRUQM
pinpedi	$x_1$ is a seal/sea lion/otary/walrus of genus/species $x_2$.	seal: {kermipri} pinpedi; sea lion: {kerja'o} pinpedi; see also {mabru}, {odbenu}	fu'ivla	otary;seal;sea lion		LPPQMJTKQNSIOPOPMLMOSOQQKKONQPJOPPOPRNQTNNPNOOLMMSNOLMPOMKOPQVTQKNLOQLRKPMIMTNPOJNMOOPNNJMOLRQONRMJQOOOLQOLOQKOLMPORIMONPQMNQOOORQNJLNOPJQNOHRLRMOLRQROKQMNLNQPLOOLKRLMOQLLRNMPJOKNPOOMKRRMNPLQOSPPOONMOTORMPSMOLTOQLRTPONJSPKMONQNNOLPQMNMOONRPPTNNPJMNMOTLNJNRNMNNMOMPMKQRPPPNOPQLSKPRLLQOPMRQMONNONRPNRPPKKSPONOQQMQSONOQMJQOQOLNNPMMSMRPKNNPOSSQRPONMQQSPOOPNQUQOMQRTNOPQQSPNOPOPOMSOOPPRQPS
pintada	$x_1$ is a guinea fowl of species $x_2$	See also {cipni}	fu'ivla	guinea fowl		RQQPOOQLUSTJQRLMKLKPOSQPMOLSPOKQPOMPSNXTOKQLMQMMQPMOKROQNLNLORMQMMLOOPOORNLPRNSPLPOQPQLMLKNMRRONRLKORLPOOOMORNJKKPPQKLKMQNNMPNNOPPQLQMMPLNKPJMPQNMPOLQONNMOJHRQKMNIJOLPSRKPQOPLOOQSPONOOMSMTRLRQPLJOOPNPQLPNSPQNNQLOIQRNQQLNMKOOMPKOLPRQNQMQPOPPQPRNMNMOMROMPMNLMQPMRJNQSNORQPOLRPPORMOPOOPMLQNPQLMQRMSRLNMTRKPRONRNKNRTNNPQNNSONONOOOMLSPONOQNOORRPJQOMNLPPOPMQNMPMONQNRPNQQPRMOLMSTNIOMOROQSQP
pinxela	$x_1$ is a pincer, chela, claw, nipper of an arthropod $x_2$	See also {jamfu}, {jgalu}	fu'ivla			LPRQJKWLROUKMOOOPNMQPPRPKMLOQNNPMORQNMPTNLOLOQLOMRJMNOTMPJPPTUPONNOKQNPLRPLMRMPPJSNPMTMOKLOOPPPNPMJPSQMMMOJOQPNKOMLPILOOONMNPMKOTQQKNPMLKPLLKPMRKROQPPMNPTMMMRRMONNKQLKOROPOPNMNNKQPUPNMOPLOPNPMPOLQSNLNSPNMPOMSMRONOORLOOIMMLLOPPLQOLNPMONOPPTRQQPQOMMONRRLQMRNLMMNLLQOQJSTOMMPOPRNRLSRPNNOOMQUNTPOOLPTQOLPNMTOLMQPOLOUMLNPOKQOQSNLNPMNQOTQMPRNQPONPPPNKNNONRNPONRQLNOPTNLQNOQNLONQQMMRQNQPSPOR
pinxiia	$x_1$ is covered in shingling (which may or may not be open) in the form reminiscent of that of a pine-cone/piñata/pineäpple, with shingles $x_2$.		fu'ivla	piñated;shingled		ONRTOMTLSNTQQOPNNJLPROMNQQPNPQMQLSOQPMQRLLQNQSMMMLMMOOQNOKPQNRSOPJLPQNRPMPKMSMOOMQNPOTQPMPNPMSMLQMLQQNRLNLMNRMPJLOGPNMMOPOMOONKOQQLKQOLLMTPPJPONLPJNOQOMKQQJOPRQPQMNPMOQPMQROOQMLKPSQMOLPNLOOLNMMPKQMONMSRLMOSPOMMONJQTNMPKQPKMOMMLNOJPSMNMNMOPPRVLQNNOQOTUJNNMKNKLQPHMOOLQVOOKQMPQNSLOPKNMNPNPNONRMONPRLNPQOMOPNNOOTNNVNMMQMQROPNMKPOQORLMQJONPMTORNOQPJQORNORPQPQTPMOMPJORMOOPMQQNNOOQSPPQQPPT
plageni	$x_1$ is a plague caused by pestilence $x_2$		fu'ivla	plague		MQSQMPTOPPTMSLMMMKNRMUPPKQNOSQMRKMPOSONNPLOMOPJRPKNMORPIPLNNKQPOPMPPOTPNNROQRKPMMOQQOONNQQQQQQLPRMLSMMKRMLMLRMLLNKMMOKMMPMINRLNOTNQLNOJPOLQGJQOPNPONLOONLRLMORQONPLOMNOPMOLOPNOMOMRPRQROPPOPSNRSSIOOPNMMORNMQOMQLLOMMRRNPOOOPOJOJQLPMLPSQQLNNPQOUQLNNLLNMPRSMNQRMOOORNNKPNRTRQPQRNRPRQPNOKOONNKPPNPPQLOTJOKPONPPLPPKKLPRMNKOOKOOQKQLPMNQRPORPNOMNOKMPPNJOQQONLQOOMMORMRKSPPPPPOROLPPRLNOROQNVPTT
plaina	$x_1$ is a plane (tool)		fu'ivla			NNPPLLRMTQUPQPONLJMOPRNQOPPORPMSKRPRQMOOLLTMORMMOMMMLNSQPPNMOSOPOMMLMONNMROMSOONMRNRPSMMNOPPPSNLPOKQPPOOKOOIQLLKMLNLKNMKNPMPOMROQPPMMNNPNRLOIQWPONLNNMLNQRROKQLRNPJOONLPNMLOPQNOOLMRVPQMORNSNNPTQOPPROKOUQPKMNRPKOPKQNTLPNEKOQKOMQKQLLQOKNLNONXNNMLQRMLNNPSONPONNPKMRMNLNNPTNONQMNPOSMSQLKPNOMPSNNTROOQSPOLLOMPQOLRONPNTNNONNROONORLNOQQPMRMKSNMOQONPQQLMQJQMQNPRRPOQOQPQPNQQROMMMPRPOPTPMMPPQQN
plai'o	$x_1$ is especially $x_2$ (ka); among what satisfies $x_2$, $x_1$ does especially so	See also {mupli} or {muplka}, {vajni}, {po'o}, {ji'a}, {pai'o}	fu'ivla			RMUQQNPLPNSMRPTOQMLORPPMPONMSRLQNRNSPNSPKLTLSRONLNLQLQRPNOONNQQPOPMNOROPNSMPTNOQLSRONOKNORNMPPNPSJLLPPNOPNPMQMNLPMKQJOLPPRPOPKNONOPNMPMPLQONJUPRLQNPOOONNNUPMPPMMPMPMQPONOKROOMKLKOORSQJPQLPOLQMNNMNMQOQQOMLPORRKNOMNPSLRNJMOMLONPLONMSMPQILMNOROSNUPMPQNRNPNPPNJPNNMNMMPJQVQOMLLOOLQQSROLMOQOORKOQLNOOOKOLSNMOQOOPNMLPQMPMOMMQOKNOINNQNSLRNKNQKNQOOQMLMMRNQKPRKOMRPRKSLQONTQMRPPOQMMLOSORQNWSRM
planemo	$x_1$ is a planetary-mass object, planemo, planetary body	Includes dwarf planets, the larger moons, free-floating planemos (like ejected from a system (rogue planets) or formed through cloud-collapse rather than accretion (sub-brown dwarfs)). See also {planeta}	fu'ivla	planemo		QLPQPISNSPRLPMOOMNOTQTMSOQOQSOLTNSPRNJOLOLSQQQKLOOPLMUPLMNOLNRPMQOLNMQNPMRLNRNPPOTLPNPJONOOPQPKLSMRPRSNTKNQKQMKMKKKNNQMKKPOOQKLORQSPNOLOLRLMNQTOPMOPKOMNPQPMIPORMPLMNOMMPKLPLNPLRLQQOOPLMPMQQKQSPOLNOONQURPOMLOSMMOIKPSNRLIHPPJOOPKONMNPLNMQPLUPMLMPRMPLKQQQRROOQMNORLMOMNPRPNRPQMONPOTQKMPLPLNQLNQOQQOQNRNOSNQRNOPRPNORJNMMNQNOQMNLMOOQRPQLNNPPOQPQPPRJOQOSKONQPQOQRMSORPMRQUOONMORPNMSNQPOPPMM
planeta	$x_1$ is a planet	Unlike {plini} describes only true planets and is not applied to asteroids, comets and dwarf planets. See also {plini}, {bisycmaplini}, {cmaplini}, {jidkyplini}, {mluni}, {terdi}	fu'ivla			PLSPQJQMTPSLTLROMMOQOSNSPRMORQLTNPQTMLNNMISOOPJNNOMOLOOQKPQJOQROOOJONRNPLRKPUQPRJRNPLSLMMMQNSQKNRMPOPQLQLNOLQNMMNKLPNOLLMPOQRLNOQOSLLOLRNNNMNPOQQOMOLPNOMPRMMPQMORLPNPLOKMMLPORIOMQQPRQMOQIRQJROMQPOPNPQUSPMOLPTJLLKMNSNRMLKPOIOMRMPNMOPKMLOKJRQQOKUPLMMNQQOQPLQKONLLLLNNMPTPNQRPPQMRPQQLQOORLPSKNOTMOMPLQOOPKQQLQRRPPOOKPLPMRNOQNNMMOOQOPPNKMNOPPPTPSPLNQORNLRPPOOPSORPPQMQPRQNMNOQOJPPMQPQRRQN
plankexu	$x_1$ is the elementary unit (quantum) of angular momentum/half of Planck's reduced constant [id est: hbar/2 = h/(4 pi)] expressed in units $x_2$ (default: unitless/dimensionless and so that it is equal to 1) in paradigm/system/metaphysics/universe $x_3$ (default: this, our actual, physical universe)	This unit is not equal to hbar itself, but half thereof; it is equal to the absolute value/magnitude of magnetic quantum number of an electron. In our world and in SI units, this quantity is approximately equal to: $5.27285863 * 10^{-35} (m^{2})*kg/s$. See also {gravnutnoia}, {tcelerita}, {boltsemaku}, {avgadro}, {ocnerta}, {paulcna}.	fu'ivla	5.27285863 * 10^(-35) (m^2)*kg/s;angular momentum quantum;electron spin;hbar		NNMPLNNPSLVKRNQMOLJROQNPPORJTPPPRPPOSJQNPNORPSPLMPOQMRPQQQNNNPRNRLLLOPONNSOLRNRQLMOPRTNOPMLMOQSQPPLOSPKQMNROSNQJKKOLRSNMNQMNNMMOPQPMMNLPPPQRMQONMPQLMSLRONOQHOOPLMMLMQMONMMKPOSHOJONQOQKPRLQNMRUMLMOOPNQROOLQNNVMMONNMRMMMNNPPJOKQNPKOSQLOQOMMQSMMLRRKPQNRPLQNNKNMLKOOMLMNSSNOTMLPROPQPNMRQPNNPUKQPQMMPQONKORJPROPNLNKPTPOJQKLNOMMNLOQNOPRQMLNPMNPROQQRKMQMSNKONROKMPOOROMPQNRNRPNMROKLRKNMMSOMO
plankona	$x_1$ is a plankton of type/species $x_2$	see also {jurme} {alga} {mledi}	fu'ivla			NNSQPNSLSPWGOQPRNMNTQVMPMNKORNLRQPSRPKRRNMRMLOLLNMLLIPQNLMMMPQQONPJMROPMMPKMUPPPJPONOQLMLPPOSOKPRNNNPPNOOKNOSMMNLNLPMOMNNNONQMOORMPKQNMMJLJMHTNOLOKONONOOLQMLPQKJONMQONOPONNSNPNOLOORSPNSSJPOOPPPQMPRNMOROOKPNNTNMMMHRSLTQKOMMLOOPMNNMQQNNLRMMQRPSOPKKMQOSQQPMLOMOMMNKMQONPTPQPPOPRNSNPOORNMOLORMPMOMMPQLNNNMLPRQRQMPKQRMQMOKOROROQMPMPOTPOQMPQMPLQQOPMONQOTMORPMQPQOMQPOMMSPRQROOQNPKIRQOOQTPRO
