@rowCount	3394
w	d	n	t	q	g	s	r	v	b
banturucu	$x_1$ is the language with ISO 639-3 code ''trc'' (Copala Triqui).	Triqui Copala Triqui language	fu'ivla	LLLMKOSNRMVMOOQLMLQKRPNRQPNRUPLTPRQQNKPQJMQNPOLQMOMPNQMMPPNRLSQROOMLOMLMOSMPRNNMOQQSQPMOPNPPSTJQQQMNQQLNNORNSNJNNJJQMMRONOKNPLQOPTPQKLOKIOOLJQPRMNPOOQPNRUOOQRPOPOPMNOLVRNNNQNPNNMNQNPRLPPOPQNQPOMKMUNLORROLPLPOLNPQOORMMNNQPNMOOPKLIJUOQPRJOOSQQPNSOLNONORNPPNMLSLJONNMPLOQOMQKLNWKPORPKKPMQPMNRPOROKPNKOKLKPOPMMNPOPMTQPNSPOOOMLMMQOMMQQQPLNNNMTROPPPNKQORPLONOKPRSLOPUPIPSONMPMOMNPRNNOOPRSPM
kolmba	$x_1$ is a pigeon/dove of genus/species $x_2$.	more general than {tcacpi}	fu'ivla	NOTPMLQKTNTMMNOPOLQONQPPNPLQQPMRPQPQQNUQNKRNPRLNQNMOJRORNNLOMSRONOKLTNSOMRIOSOORLSPOOQKNJMMMPSPNQNKPQOMOONOJQKMKLNJPKOLPOQNOQOMORORLPNNPJMMMJPSQMOPLMQNPQNPNJROLOOLLQKNSOMORMNNLOLPLQPQJPTKNOKNNRMKQNRPQPMPPQPSPOQMMJPURPLLSNMKOLSKQLMRONPGNRMQPLPOQNNPKNPQNNMNOMNOOQKNOPNQPTMNOMNONSPPKKMPOPLMTNOLQOKPONNOPNOSSNNPOMLQUNPNPMMPOPOPPSONNVROLNNPMNQRROQQLMOPPLPLRPOOPQOTPQNLQROTOMMQOQNKPMOQLRROP	dove;pigeon
kolsupare	$x_1$ whatabouts/rhetorically asks or mentions/performs a tu quoque fallacy/diverts and counters by saying $x_2$ (quote/sedu'u) in response to/as a justification for accusation $x_3$ (quote/sedu'u).		fu'ivla	NQPONPTOONRIUPORQMQNRSMSNPOOPRJPLOQQQPQNLOOMPPORLOMPOQPMMUPPNOPTPPNPHVNNOQLPRNPMOOPONLOOPNOMRPPPKOOONSLLNMONMNOMNMSPRNILOQMSOJKORPNMIKMOOQQNNQOQJQPPPRMTONPNKQNONPPJOQLPPOLPSMOLNONOUQRJMPPPONLNKMLOLPOSMRMKMOOOPKPMNOROPOMOMNLOOQMTMORQSMILRPOPQNMOQNNIORRMROLPORLQMPNMLPLPNMLOMLNLRSNNPNIRRPMQQOPQNRPKJIORJNMTMNQRPNKSOTOMPQQONMROQPOMSJOLLONNQOOMNKLNMQMSKOMNNJOROPUQOMNRROLMOOPLNPQRSPONQTRN	whataboutism
kompadi	$x_1$ is a CD/compact disc storing information/with content $x_2$		fu'ivla	POLMNNSQUQVRSNNMNLOPPQPONQMPRMNRRQTQONLMMNRQLRKNMOOSLQQPNQOQNPOQMNKNNMNQOSNLRONOLSSNMSONLKPMQQHMSOOPRRQNLIROPLLKILNMLSLMOLMMPKSOPOONMLOOKRPQHSSPJSPJQQPMQOPKOPLOPNORKNOOQNNNOORLONQPQOQNPNNRPNQNNOPMSMLMTMPPNNMOLKJQNPRMONMPKONOONOMMMRRJLLOKNMQRNOSMLOOQRSOQOMMNNMGOKLMOPOQQLPQQQPLRMQQKOOLONPRLOSNINPPPMOMLNPTMSOSQPOOOMOTNROOLMOKOLNQPNVOKOOQSNPQPPTNPSOQOLROQQSPQOQMRNMSRPORNNKMLOQOORPPPPPP	CD;compact disc
kompaso	$x_1$ is a navigational compass		fu'ivla	PMPOOLQLROSPRNPQKNPOMRORKPRLQOKSMPMRRMPPMNRQORPNOPKNJKQUMNQPSSPPPOKMNPQMPPONRNOMJQNPRPMLPNRLMOPOOOLPSRNQMLSMQNNMNLJPLPPPNOPPPMOONRRLMNMNNSPRKRSNMMHMNPMLOSRSJRNNLOKPNOOQQNLPNPQJNMOMMMRLMRKNONRRPOONQLNPSRMNNOSQHNRPSOSLNNHQNLKOLQRNHJTPKPIORPSOURLQQPMMORUONMLPPLNMMLJOONTPQPPSLQONRMPQKOSMQPNOQQPOOPRRKNKQQQQMNNNPOPNPOPPMKPMONPONLPPNPOQPJQNMOPOSRPROLPOQOLRNQQMONORNOOOSMPPPLLLPQNPPRMJNQPLK
kompata	$x_1$ is compact in property $x_2$ (ka)		fu'ivla	PQORNQVOPOSOTMQONMNPPPPOMQLQTPLMPQSTQOOPLLQMMQMNOJLQMMRRNMPJRSNPNONONNQONQMMQPPOKMPROSMJKNSLLUKLOQKRPSQPMMOKRQNHKNONMOKOPNLOQLSONOOOMOOQJPSPHRQOQPLMOONMMMRRLRMOQQMPNOLOOOMMQMSLMIRNLPTKNSNQKKRSQNONNMOPQPOMSLNPOLPSNNSOQRHOOLLOSNNOMMSRKMNLPNPSTJNROKPOLNMPNNNMLQLKOMMQPONQSJPLNPPKQMNRNNMMSPNSPPNTNLMNMMNMOQSONPNNQPORMQPOPNOOJOQMOMPNRRQQLTMONMNQQOPOPOMPKROOQPRQSQRKQOMROOPSPQPQPMPRPQNNOOOO
kompeti	$x_1$ (group of entity) compete with each other in competition $x_2$ (property of each member of $x_1$) where each member of $x_1$ has goal $x_3$ (property of member of $x_1$) that is the same for all members of $x_1$	$x_2$ is usually a name, e.g. 'mi jo'u la alis cu kompeti la tenis lo ka fo ri ce'u jinga fi ce'u', 'mi jo'u la alis cu kompeti lo ka bajra vau lo ka raiksi lo ka sutra vau lo me vo'a'. When some members don't share $x_2$ or $x_3$ with all other members use {jivna}.	fu'ivla	NNPNONSIUNVJUNQPOQILPMOPLNNMSNMPPTNSNKORLJPMPTOPMPNNNRQQMOLMOTPRNLNRNPTNNTMRSMOPMQNNNQOMOPMQRPNNQMNPNSNNMMMKQONLMLMNMOLMNOLMONLOPNOMINMPHONNMOTOLMORPTMQMRONKQPPNOLPPOOQMKNPMONKOOOOQORINOJMOKMTKMPLSNNONNPKQPQTONPNMPRKNNLOQRPOPPPORKRNNRIKPOQNSQPSPPONPNQMOPSJKOMKLMMMOMPPOPQINNQMPPQPPNMQSQNUKPQSPNMOKOKOJOQQMNPRPOQTPPONONNOLMPNOOPNTRRNLNQPORPNPNNJLQLQMOONNPPRLNPQPOQTPQOMQNPMLLNQQSQJQPPO
kompota	$x_1$ is kompot made from fruit(s) $x_2$.		fu'ivla	LQMPRPTMPMQJQMOOQNPMQMSQSRNPONMRPPOPRNPQOPQOPTIQMOINOMQQMPRRPPQQRLMOPMRONTJRTOKQMQMNLPMOPOQPMRMMPPLRPOQKNLLOOTOJMNOQLNJOQOMOLLOOPPTNLNORKMMNISONLKROKNMRNNOLPRSNOQHNLMNQQKPTKOMNPILPRTOMPNNNLSOQLNLOPORPRPKOOMMSMONNLPQOQOLMQLIOKOOSNNMONNLLONTRTTNOMQLNOROKMRPKKQPNMKNPQPNTQNOPUQQPPKPPMQKLQMMNQRQTLLOOMOMQMSOPPOSPRPLPRQKOLPQOTIPOQOPNQPLPMQQLPTNOQNONKRNOPPQMNQNNQOKPNJLRLPPPNPKQRONOOMROOOUR	compot;kompot
kompote	$x_1$ is a fruit tea made of $x_2$	can be made out of either fresh or stewed fruits. See also {grute}, {tcati}	fu'ivla	KLQQORTJQNRMSNQOPONNOQPPURSNQONPLQLPTKPNNNPMOSNMMNKPMNSMNOMTNNRNNOISQNLONPJPTMLTJTOQLPOMPPOSORNORLNPNRONLNNKTOPJKKHNMQKNNONNQMPONOQNQONPMMOLHQPNKNOOMNOPIMRPOPQPMPHKMORTPNPSILMMQMOORQPLMQNQONPPLNLORLRNTNOKQQRQMNLOLRNMROIMPMMOPOMOOJRNNOKPMPOQURLQQNNNQPROQPQMMOOLNIOQTMNUQPNOQPSOPNPNNMNLMOQNNSONOLRPNOMOPNOPOQLOPPPSOQNNNRQONINQNNNOTLPOKPOOPROPPOOPNOOOMLQPLSOMQMMMNJMQLPLPMRRQQPMSQNONRRTO	fruit tea
kompromata	$x_1$ is a document containing compromising/blackmailing content $x_2$ (real or fabricated evidence that a participant of $x_2$ doesn't want to be revealed)	See also {uencu}, {mipri}, {cantaje}, {finti}, {jecta}.	fu'ivla	JSPRPMNMUPSOUONNPMPRRQQOQOOLQQNQNQPSPKROLJPNPTPSKNLQORPLMOMMQVQONQNPQQQMOONLSNNMORSMHOONQPPNRPLLOOOONRNMNLMKQNPLLKPQORJONOONNILOOQKOMQPOMURPLRMRJROOQNRPMNQNLONORNMPNMPRPNOMNQPKNLSQQOPKNOOOPMNPLKNMOOLORNNKQPPPMMRNKSQNOPKLLOPOMPJNMNRPOPIJNPOOQOKSOMNPOOTNSPNQMOMKQOPLQNKRLOMNQNQMRMOQJOSQSRLSMQOQMRRPPMPOKMOQSMPQQLNRKOMLKOPOPLQIOPONSKSLKMMNMKPOOONLQRORLOOLQQPTRLOOPONRNNOMOOONOOMSSUNMTRQN
konceto	$x_1$ is concerto number $x_2$ in key $x_3$ composed by $x_4$ performed by/at $x_5$( event).	Cf. {zgike}, {nolzgi}, {konceto zei pagbu}, {pipnrpaino zei konceto}, {jgitrviolino zei konceto}, {simfoni}, {zgifi'i}.	fu'ivla	PNRNNSONTMQORMPMQLNOQPOQSMMPTRMRPQPSNNQSMLQNQRMMLRKRLNPOOKOOMROLKPNMQQPOSOJMPLNOPNQNNPMOOPMPOTMRROSOOSMPMNPNNLQLOJHROOMQPMLNKLQONLOMONOQMOPKLOOMPPLLNNMRRTTNJPPMLNLOLRQPNNKOORMQTKOQOPULQSKNOMPRNMMKSMLNQOOMQNPQIRORPQQQMNJMNPLOOSONNOOPOUKNLMLPLRMRMNSNMPUPPPPLMPLNOMMPPLPRLPNNONQLQNPSMLOPTQRQOPOOMRORMRJOLQQMQOMNMOUSLPQQKLQOOPLJLMNNTPSKMNMMORNPQPQKNPMUNMQNPONRRJPORKMSNOOPOQMLNJLUPRQMQSLM	concerto
konfabu	$x_1$ (group) confabs, confabulates, talk socially about $x_2$ without intentionally exchanging much information	See also {casnu}, {jikca}	fu'ivla	OMPQOJSKSMULRLQPNNLONQOQOPMNSRKVPRNUQPONKOTNOSOQMNLRPSOOMOMOPNRQKRNQQQOPQRLOSMMPPQQPQMNLKPLQSMMMOOKQPSNOJJLNNNMLOLPNPMQKNROPRRMOQROOMPIONPSPNPNPIPLPOSMOMPQLMQNNNOMORLPORPLLOPPJLLPOOPOKPPNPOMNMOMKORNOPOPOOQROPRKNOMOUOPNJOPQHOLRONMNSPRNJLQNTLTPOQPMLOPQSLONMSONLMJPLNOPKQOMLKLSQLQMPONNLRQNLNNNMQRNQPKMOQKLOTLNQONOLVQOLLLNNOMMRNPPMOQQOOKPNROLPPRNMQLOMPKPLPNQLPNNSPTNOSOQONNOQPNPOONWPLSTNM
konfeti	$x_1$ is confetti		fu'ivla	PORQNLVLRNRLSPNOPLMNOQLPRQNOROMPMRPTQNTPLKPPQSLPNNKOMOSOOMOOPRPPNNMOPPSSPPNQSPORMNSPQOMKKNOQPQMOOPJTORNONMSMQPNJQKKOLNQKRPKMNMQOMRPNOPLNKMPNHQONOPMOMMNOMOOPKPOPQQIIOMMQOPMNPSPJLKOPOOTLSROPMORONMNQTQMSPOLMPMPPOORNPPQMOPIMRMKOJROQKNRNQPNLPOQQRQMPPQMMNSQMNPLNORLMOLNQPNRVMMNMRPMMMNORLOMONNPOQPKSPOPRIPMPOQOTMOMPMLQQNRMQQPSONMNMONMLOPROJNNONMORRQMOMOLSLRNNQNNOPPOMVMKRKPQPNQOOSOPOOTQOQRVK
konfuzi	$x_1$ pertains to the Confucist culture/religion/ethos in aspect $x_2$		fu'ivla	ROPNQLRLTMWJSMQOMLNPPPNROQQNRQKSLSNTQNPMLNQNQSNRMLMPQPQNMMNNPQPPPMLPLQOPQOMPRLNLRRRLQNMMNQNPQPNNNNLQNTNRMIMNMMOJQLQPQMQJNPNOQLOOPPJPNPOOMPSNHQPPMQKPMSLNNNPPJPOQOOMOQOMONQNLOQRMLOPQTNSKNROMMLKOMJOLRRMOQRMMMMOOOOPNQQUOQJKNPNKOOQKPNORSQMLKNQPMOPMSOOMPNRROMMNPOOKLNOONOPMRLQOKPMNLQLROOLMPPNPOPROUPRLQKOKPONTSNLMNOLMTPOLKNNROMMNMORPNRRMOJPMPOOOQTROKOQLRLRNOONKPNNROVMOROOOQNOPPQNNNPTOMTVUM	Confucist
kongoti	$x_1$ is a marabout stork	See also {tcikoni}	fu'ivla	QSLQKPRPUOQMPMOMKPPNOPPQLSMMPPPQPQNRPOPOOIPQJPMRNKLOMQSNOOTOPSQPNNKLNROOPOIOQPPRNMOQNQJMMLRNOTOLOMGSORSPLPNOPLMLKNQQNMMKNONPPLNOPPQLMNPPOMPKGSSQMPNMOOOPNQPLLRPQMOPLOOLRNJMQPPNMONNRKPPMQRNNQNOQOOOQPPMRRPOMQQRSNOKKOQRLLQIOQMNONNRQPOQRLQKNNMRRQSMPPTNOLORNLMQLKOJNIMNPRMNSQKKNSOOQPMRPONJOLPMRSKPQQPROJUNOLOPOKORNPNSQOQQRLNSONOMORMMKMOPOOQOJQNPOONSNLPLPNUSPNMRPPJNPRNPTMQPKKPPPONNPMQOLUOOO
konjaku	$x_1$ is konjac of species/variety $x_2$.	see also {samcrtaro}, {samcu}	fu'ivla	LOPRPRQMSPVJOQNPMNPRRSQPNPNQSOMSONOROLUSNOOMOQJLONLLKPSNJKQNSSPRPNOOQNRPNTJPTNLOLRNMNQMNNQPOSNLNQQMPQOOOMKNJQQLKLLLPMMMOQKNQPNMOSLSLOMLMJILOJOMPKMNPNONRPLPMKQRKNSJMPJNQQLOQPMNKMMLOPQPQRQLPMNRPSLLNQLNOQQOLONNQKOONMQQONPNOOLLOMQLPJOPSMNLPNNSPQRNONNMMNRPPLQMLJQPLQKNROPNQOOQNSLSPPNPONPPOQLPPNPNSPKOOLOMMLPQRONOKSNPTPOMRLNQOQKPMRNPLQPSRMRRLOTOQOPMNOQMTPNONMMPQPOPRPLMTPSRROMNMOKINQONNQQQR	konjac
konkatena	$x_1$ (sequence) is the concatenation of sequences $x_2$ and $x_3$ (and $x_4$, $x_5$, ...)	$x_1$ is a string composed of exactly substrings which are the various $x_i$'s ($i>1$) in the order of increasing $i$ value, starting with $i$=$2$, without skipping. See also: {porsi}. Operator/connective: {joi'i}.	fu'ivla	LLRPLOQOTKTPRNNSMLPKPRMPRPOOTTNOOOPSPKRQNKRNORMOKNLSJSQPLPNNQPNOOLNROTMPMRMRUOPOLQQPOQMMMQOMRQNRQPOPQSOOMNOLQKPIRKJQLORPONLPOKNOOORMKOJPHRQOKPNLRPLPLPNQPQRPNOOPOOLPPLOSNONROMNKOLPOQQPLNOLQLKPSNJPQPPMOPOOLOLMRKOOOLPQNPKINOSPOPRNLMLTNLOMOPMOOPOMQQMNMNQSPPPNNQNJNROOJTNQSPMLOMMPQNOPSKPONMOSOLQMOPLOSLPKLLMPRLQPNMNTVLNOOMNMOMMPJPPNNTMRMIMNOPLOQPRNOMOMTLLPQPMLRQMOMSOMQMLPPPONPPJQRORMRPQRM	concatenation
konservatora	$x_1$ is a conservatoire		fu'ivla	RIOPMQOMSQMMPPLOOPUMIQMMPMNLNOLPMNOQONNQLROOPNMLMPMMLPMQPUPQNOPNPRPQQTQKOMQOMONMQMOMPPNMPMSPIROOPORQKOOQNMQOOMPOQNPORMNSNRMNLKLOSOQJOLPSNNSLLROQRPOMMMNQNNPONONOIOMLMRSTRNNOMTOPQMNOIRSMORNLPNLPQMNJTIJMTPNOILQQNPOMPOPPPSKNOPLOQQORNQMQRQOMQNNLOQNOMLRJMQMOKROOLMPOPNOSJMQRUONPQMPOQMRPRNPQSPOOOTPQROPPRQGNROQPNOOKONSMRNQOQISOOMJPQIOQOPOLMOPNTQOOSPOKLPSPJQPPNMOOSJOQQLPQPLSQPRPMOKMROOIMPPRI	conservatoire
konsonanta	$x_1$ is a consonant sound	Also {zunsna}	fu'ivla	NHPMIPQLSNUNSOSOPPOKOTOMRPONTPMPOMOPPMRNMMQNMPKNMNPNKOPOPOOPNRPQNONNNPOONRMOVNOQKOOMNSMKKPONMRNOQRNOPOPPMMMNSMKKRMLOINMOPPJQPJNOPROIPNMOLLOLKMNQMRKMQQRPNNRMMQMLOQJLQQNPPOKPPMNJOJSMPSRMRNLPPOUONMJMSMQPRPOLQOQSKMNNQPQKPNILNNLOLVPOKPTQMNMNNMRNTRPRNNLPNQNOPQMPNONOMNNOPMTWQPNPONSORPOSNMMNNNOLMQONSMPTKOKLMLNQKQOLMMQRMQNRQMRONOSMNMPLTOQOMNNNPROMPRKPMOLPNOONPMMNRLQPTOOUQQQNNPQRPLPTMPNPSQSN
konsula	$x_1$ is a consul		fu'ivla	NPPOLMRLSPSLQPNMOOMOMOPNMPNLSRNPOQRUTNQRPNSNOOPPKMLOMQOSOMOMMSQQKMOMNNNNNPLMSNMONMOSMOMLOMSPRQKQQSKSNROSMOLMRNMLLNORMNJQQOJNPNRONRRLOPPRMOPPIOMSNPMQPNNOPQSNSROMOPLNONORMNQQOPRLRNPMNPSLPVMONIMSNKNPROLSTPKPONNOHQORRPSNRNJNQOKOKPKQNMRSMLKMPQPQVPLQNNPOMQQLMPMNIRKPLMNSQLRVNMLQPOKNPMPONNMLQRNQMPLQPPSOHLMQNLQPKNNKLNRRQNMOPNROMMNOMKMMQSRMLNQNRNNNNPPOLPOONSNMOPPOOLROQOLSPPSPROMMQLNOQQOOOQRM
kontinenta	$x_1$ is a continent		fu'ivla	OPOONMSJSPTJSOPMMJLNORQRPOPNSSNQPPOQPMNPOLUONSNRMQQNKKORPNNRPRRQPPJLLOQKNRMNQNLQLOPOQQOKMLRORSLMPPJRQPMNLNNOQOMMLNMONLLMNMNQQMOOQNQMLQNOJNOPJPRQQONOONOLLQONLROOMNJMPPMQPMKNSOPMOKOORMRMOROPPMPRNNROPLPNWSNOPQPRINNNOOTKPNHMOLLOMOMOMJQVLPMORMROVRNRPJLLKQPMOMKSMPJMMLMOPMQVRMMPKQPNRORSKNNMOONQNNORQONRJNMPONQOKNPPOPQQPQKNKNNOONQNMQOOTQPNMOMNPQQTPSQMNOMRLLOKPRONRNPLQONSRQORMQLPOLROPNPQTOPN
kontribute	$x_1$ contributes with $x_2$ to $x_3$	See also {dunda}	fu'ivla	POSSTQSLQNVKTQPRNQNNLPRQRLOPSQNQLQNRQNQQMKRNOQPPMNNPNPPRNNNLNTQMOOOOLRQPONNQSOPLPRQOMRLNOPQNSPLNMNKPLRLLNMNNQPRKNLMNKMJMQRKQOLLOPOQOONNRLKNQKTMNJSLOONOPOOQQMQNNMKLKOOOPPQLOOQPNNMOPOPRJMONMOMOQMPQOMPNQMQJLMNPSMMQLNQSMPNMJONKOJQQKPLSKQSLKMPQNQTLQROSNORPRONPPJMLOKNNMSLPUOMOINNOLRORRSMRKOSMONMQPTNPSPMKQLPONKNQNMMRQNRKQNNPOMPLPOLLSSQRNOQPMMOMLRQQMNQKSKMQLINRMQMPNQMMTONMNOMPLOLNOPTPMRQQO	contribute
konvexi	$x_1$ (set/shape) is convex in sense $x_2$.	A function cannot really be convex (its epigraph can be though). See also: {ze'okru}.	fu'ivla	PLOLMOTOSQRPSOQMNINQRPLOOONPORLLNNORPOROJOPNQSNMMKNOJMPSMONLPLPSNPNLNNPQOOPNTPOPPRPSTPOJNRPOOUNNORNRNOOOOOQMOKMLRPLKONQSMNKQQOQOLMOJQSMKMNOKLTTQNONKNLMNLQQMLQKPPQKTRNLNOPMPNMNSJLOPRMPONRMOPMSMMONNQOOPNOOPJPMSLOMOOLUNPRJNPQKOGRJRNMOPLOPKJKNMMQMMQLNPQRMNMOJNNONNNJNPPQQUPPRPNPMOQPNPMLNMMMNUROPMQQOPMMLOQQQTPPUPONMQMPNNNNOOMMOLLOQMNOQNKNMMRUOQLPOORMMQPOMPTQNNNOMQPMRORRTRNQPPSMLSPONMPSNL	convex
konvoke	$x_1$ convokes, convenes a meeting $x_2$ (event)		fu'ivla	NORQNMUKVMQLOQRQNMLPNLLPNOOMSPOQNRRURNQQMLRNOPMQJQLPPOTSNLOLKPLRLOMRPSPQNOOOQMONOORMTOKMNQJOQQNQPPOSNUKPLMLKNPPHRKNTMPNKPRMNNMSOPMKOPRKMLOPPNMOONTKNMNMSNRPQNPOROPMPLMOPNOJLMOOMOLPNPPSNOPPQOPOSNMMKTNOSNNNMROPTNMPQPQQLLNJLROMOPSMPNNRKPPJMOPSNUMNRRMMMNOSKONKOKSOPQLNKRPMSPPLPNNJNMMNRNKPONMPSOPMQQPRQKNLPLMQOJQPNORQSORKMSOPONONMPMLNQOPNKPOQONLORONQLPLULKMQMPPLOLRNSNMSNQOLPRNOQLQRSQPPPSOK
ko'orsi	$x_1$ (ka, binary predicate) links $x_2$ and $x_3$, and $x_3$ and $x_4$, and $x_4$ and $x_5$, et cetera	A variant of {ki'irsi}. For example: "lo ka ce'u ce'u {rirni} cu ko'orsi lo {mampa'u} lo {mamta} mi lo {bersa}" Equivalently, you can say "{rirni} ko'orsi lo {mampa'u} lo {mamta} mi lo {bersa}".	fu'ivla	RMRQPNQLTOTLUOTUOSONTPMPPMOPSOLOKORSONOQMKPNNQKOMNOOJPUNHOPNQPNPQPONOVMNNULTVPNPHPPNNRMMQNOORNQMPMPNQTOONLMMNMPLPIMNLNPPOPMONJMOQRQJLMKPJOLQJNROPPMPONLTPORLMPPMOPLMKPNPLPPOSMMKLLSPQSRLMRMQOLPLONNNOONMNPNLMLPQMKPQOPPLMLJRQMOOQRRNLOSMQONLNKOQNTNUOMNOROROOOONONNOONNOPNRSOKKMOMONLNPOPNMMOMRRLOONLMOPHLMNQPOPNQPQNPPQNSMPQOMOMNSLQQOOPMRTKLPNOOPQOQMQOOMQOPQOOMOOPPNOSJMSSOPLMMOOLKNQPNPLVRSN
ko'otli	$x_1$ is a coyote of subspecies/breed $x_2$.	Cf. {gerku}, {labno}, {lorxu}, {tcakali}.	fu'ivla	MPPSMOQMPPULTQRPNNOOJSPTOKLNQMLRLRPNPNPUOMPONPJMONKOJSNNOOPQOUOQMNLOQOROMQLMTSOPLPNONRKNLQMKPQPOSMKPMLNRPNMORMQLLPSNMNNMRRMORMPOQSMQLNLOKNNOKROONMOOQNMONONMKRQOORNKNKMQQOKQNOOMOKNQQOOOSOKOQOQLPKNRRNPQQKQMPRROLPOPONUPQPLQQMOOMRPPOKPSORKOMLUPQOOQKLJMRQRPQHMMONNPNPLMQMNTQPRQORSPRQLMOPPNSNLQMJLOMLSNMLNNMKPQKMMSNONTPMNPMMQOMNJMRQNNSSNNOOOMPQQSPPNNKLMPNMMSKLPQUNTPQNPRNNSKPMNNONKQOLPPQNSN	coyote
kopteri	$x_1$ is a copter/helicopter/quadrocopter	See also {vinji}, {vofli}	fu'ivla	LOKOLNSNQQYNRNMRQMOONTOOLQKPQMNSPQQQSNPPPLTLOTNORMOOONRONOOMOTPPPMKJOOMNNPILVOQQPNNQQQMNNLMLPPLMQNLPROPOJOPQRLLOLONNLPNMNNOPTLMOOQSOPNNNPQPMJSRMKLLLOPMQTPPNOQNRMONNOKJRMKJNNKONOMOQOMQOPQMRNNMONMPNTTNMUNQMKPOQMRPOPLQMOMKONNMONRMRMMPQLNLPNOWQNPLOTORNPOOQSMKMQPLNLNLNOMOROIQNRMOMOOSQNLONQNMSNMQROPRPPNLLLOROLLQQLONRPMNPQPLONSNLPOOKPNQMOPQNNQOQNOMQIRLRNTKQNMOOPKROSNNTRPOHLNRPNQNRNJMNRRPP
korbipe	$x_1$ is the interface (mutually shared boundary) between entities $x_2$ (plural) allowing interaction $x_3$ between them		fu'ivla	OKPRNNRKUNTMSORPOKLQQPMNMPPMUPLRLSNPQMOMMKRLNQJOMONONQSRMPLPNPRQONMPNNNNLOPNROPNJRMMPRMKNQNNRRPLSLLPMQMQNNMLOLMJMLMPNOUMMPKOPKNOOONMMOMQJONSMPRQOTNOLPMPPRQOPPPQORKROMNPMNMLRPPMLMNQRPQLOSLRMNPPTRNORMLQRROKMORTJMLLLOQOPOKQPROOOPLLNKVMNPNNMMMNPNNSOOQONPRMOQOKMOOMNJOKNMOVPPIOKMOQPIPRPNNOSOOUNQNOQMRSNMPNPJPPLQRONMOVPOLOLPMOOORJNPNNQRNQJPSLMLOORNMOPONPLNPNNSPSQOPMQNLRTTPPONMPNMOPNQRMSQQO	interface
korfaipletomino	$x1$ is a non-polyplet polyform/polyomino/polyabolo/polyiamond (etc.) composed of parts/'tile' polytope $x2$ arranged in (finite) unified shape/pattern $x3$ (in which the entirety of sides of polytopes are shared or are not shared at all) in ambient space $x4$ and subject to rules/restrictions/conditions $x5$ (implicitly includes the condition of whole sides being shared)	The hyper-edges of the 'tile' polytopes must be shared entirely or not at all with at least one other distinct such 'tile' polytope (should it exist); they cannot be touching only at the corners- the most touch adjacently along the entirety of a side/edge/face/hyper-edge. This obviously restricts which polytopes can be arranged meaningfully in a valid arrangement/pattern (and thus restricts those patterns). See also: {pletomino}	fu'ivla	PMPOMMQLOOOOQOOOQMNSRKMNOQNPUOLSORRRLONPOMRPORIKKLMNMOOPNMNLPQPPQOLQNQQRKQMLVNMQKSONNPKPMPNQRQPONNOPMPQPNLNNQMMHOMIKPNTNNLNNOJKOPPONPQOKMRLPKTQQORKNMSMQKNOMLPMQNSMSMNOPMNSNPMPONNOSQOOLLPMUQLOPLNONQLNOQPPMMNPOLNOKLTUOOOKKPONOJNLNMMONKSNNPKMRQNMOPNMSOQNLQRJMLOOLLMPOOMRWPRMLNNMPTPPQLSMNSNPSPQPLMQORKNONOOPQLQRNOJRTMNOPKOQOPLNHLKRQORQOKPPQOSNPOPOOLROQPOPOQOMVPMPOOKRQSRNPMOQPOLLSMPSNQROP	non-polyplet polyform;polyonimo
korliiande	$x_1$ is coriander/cilantro (coriandrum sativum) of species/variety $x_2$	for the dried variety {tsaprkorliiande} is sometimes used	fu'ivla	MONPLNQNQLXJOLMLPOMLRSMPPONQRPLTOOMQKIUSPMQOLNIPMONOKPPNLNNQQQOMLONMSNOOOQJPRJMMLRMNORMOQOSQNOLRTMNNPOONIKOLPMJMJKLRQNNLNMNNNNOONPPNNNKOMJMOGPOPNNNOPTNROLQNMPRJONMQKNNQPOQRMOMONMPTTQOOSQNNQOQOOQHORNOOORPOOPONMPNOLQMQTNORONNONPMSNONONNOQNLPTPUKQLPONNPQLLOQIMNOMRJMQPOTUONPMORTOONSQMPMNMLLPMONRNMQRLNMPOOOQMLQONLPRPPNPLNSOPKPPPLOMTQNOLONNPTOPMOONOQSQPLRPOOOSQPPQMJMRPRPQMOMNTLLNRROLQTRQ
korlma	$x_1$ is a coral of species $x_2$	See {pevypanje}.	fu'ivla	MQORNKPLQLUHPQOPOONRPSOQMNOPQOMRRMTRMNQPMKSRMPKOOKLOIOPPMKPKRQSRKPMMROOOPSJPTPQOMNPOQQKOKNPRPOJOPQJPRPNOLNQMSMJLLMLRNMNPMJLOOMLOOQPLQNNKHOPOHQNQNOKMPPLOMPMNNQPKNRMNONNROOOPPMOORLPOMPQLQTLPPMNOPQKPOLOPSPLNOMOTMQMJMOPMQQMOMMMOMSPONOQSQNLPNKUSTSMPOOLPNSQPPNPQKOMJLKMOPLOUOOQQPOPMRQQSMSQNPOLQOQMPLONRGMNPJKNQNPPMNMPROLNNJOROPMPKOMPORPROONNKTPQOQPRNMQPQONRNPRQQOLPOQOMTOQQONNNMMKMOPTMPSOQO	coral
