@rowCount	3536
bangu	w	n	d	t	s	r	g
loglan	ractca	⬅ (t)rac(i)+tca(ro)	B is a «bus» (US)/«coach» (UK), used for distance travel.	2-Cpx	1n		bus,coach
loglan	ractce	⬅ (t)rac(i)+tce(ru)	K «travel» all over region F.	2-Cpx	2v		travel
loglan	racvelbao	⬅ (t)rac(i)+ve(s)l(o)+ba(ks)o	B is the «trunk»/«boot» of vehicle F.	3-Cpx	2n		trunk,boot
loglan	racvelbei	⬅ (t)rac(i)+ve(s)l(o)+be(rt)i	K is a «porter»/«bellboy»/«baggage cart» carrying baggage B for client P.	3-Cpx	3n		porter,bellboy,baggage cart
loglan	racvelbei	⬅ (t)rac(i)+ve(s)l(o)+be(rt)i	«carry luggage» ... for ....	3-Cpx	v		carry luggage
loglan	racvelkarti	⬅ (t)rac(i)+ve(s)l(o)+karti	B is a «baggage»/«luggage cart».	3-Cpx	1n		baggage,luggage cart
loglan	racveo	⬅ (t)rac(i)+ve(sl)o	B is a/some «baggage»/«luggage»/«bag»/«suitcase» of traveler K.	2-Cpx	2n		baggage,luggage,bag,suitcase
loglan	lo racveo		«baggage»/«luggage», all the baggage of ....		n		baggage,luggage
loglan	racykarti	⬅ (t)rac(i)+y+karti	B is a (stage)«coach», used for distance travel.	2-Cpx	1n		coach
loglan	racysakli	⬅ (t)rac(i)+y+sakli	B is a «duffle bag» of N.	2-Cpx	2n		duffle bag
loglan	racyski	⬅ (t)rac(i)+y+ski(tu)	K is a «passenger» on/in B from S to D.	2-Cpx	4n		passenger
loglan	racyspe	⬅ (t)rac(i)+y+spe(ni)	K «experience» (place, culture, etc.) B by «travel».	2-Cpx	2v		experience,travel
loglan	radbodcea	⬅ ra(n)d(e)+b(r)od(a)+ce(nj)a	V is a «disk crash», an inadvertent disk failure ({radrod -cko} and {-mao} are also possible).	3-Cpx	1v		disk crash
loglan	po radbodcea		an inst. of a «disk crash».		n		disk crash
loglan	radfoa	⬅ ra(n)d(e)+fo(rm)a	B is the «circle» with center N and radius C, geom.	2-Cpx	3n		circle
loglan	radgoi	⬅ ra(n)d(e)+go(dz)i	K «circle»/«revolve»/«go around»/go «around» S as a center.	2-Cpx	2v		circle,revolve,go around,around
loglan	radgoi	⬅ ra(n)d(e)+go(dz)i	«revolving», pert. to that which circles.	2-Cpx	a		revolving
loglan	po radgoi		a «circling»/«revolution», an act of -ing.		n		circling,revolution
loglan	radhari	⬅ ISV	B is a/some «radar».	Bor.	1n		radar
loglan	radhioaktivi	⬅ ISV	B is a/some «radioactive» substance radiating V from isotope C.	Bor.	3n		radioactive
loglan	radhioaktivi	⬅ ISV	«radioactive», pert. to -ity.	Bor.	a		radioactive
loglan	lopo radhioaktivi		«radioactivity», mass term.		n		radioactivity
loglan	radhioterapi	⬅ ISV	D receive «radiotherapy» for N.	Bor.	2v		radiotherapy
loglan	radhioterapi	⬅ ISV	«radiotherapeutic», pert. to -y.	Bor.	a		radiotherapeutic
loglan	lo radhioterapi		«radiotherapy», mass term.		n		radiotherapy
loglan	radhonio	⬅ ISV	B is some «radon», element 86 (Rn).	Bor.	1n		radon
loglan	radjo	⬅ Int.	B is a «radio» (receiver) in system/network F.	I-Prim	2n		radio
loglan	lo nu radjo		«radio», mass term.		n		radio
loglan	nu radjo		radio «network», a spec. system.		n		network
loglan	radjua	⬅ ra(n)d(e)+ju(gr)a	K «clasp»/«hug» D with limbs/tentacles/clamps V.	2-Cpx	3v		clasp,hug
loglan	radmao	⬅ ra(n)d(e)+ma(dz)o	K «round» (off) B.	2-Cpx	2v		round
loglan	radmo	⬅ ISV	B is some «radium», element 88 (Ra).	S-Prim	1n		radium
loglan	radreo	⬅ ra(n)d(e)+re(nr)o	K «juggles» B.	2-Cpx	2v		juggles
loglan	radreo	⬅ ra(n)d(e)+re(nr)o	a «juggler».	2-Cpx	n		juggler
loglan	po radreo		an instance of «juggling».		n		juggling
loglan	radsea	⬅ ra(n)d(e)+se(tf)a	B «surround»/«encircle» D.	2-Cpx	2		surround,encircle
loglan	radtraci	⬅ ra(n)d(e)+traci	V is an «excursion»/«round trip» to D.	2-Cpx	2n		excursion,round trip
loglan	raeble	⬅ ra(nd)e+ble(ka)	K «look around» at D.	2-Cpx	2v		look around
loglan	raemra	⬅ ra(nd)e+ma/r(ka)	B is a «spot»/«dot», round mark on surface F.	2-Cpx	2n		spot,dot
loglan	raenridmai	⬅ ra(nd)e+n+rid(le)+ma(tc)i	B is a «disk drive» in system F.	3-Cpx	2n		disk drive
loglan	raesri	⬅ ra(nd)e+sri(te)	K «write»(s) P to disk F.	2-Cpx	3v		write
loglan	po raesri		an inst. of «writing» to disk.		n		writing
loglan	ragcko	⬅ (f)rag(u)+cko(zu)	K «spray» B on D, non intentional.	2-Cpx	3v		spray
loglan	ragcko	⬅ (f)rag(u)+cko(zu)	a «sprayer»/«atomizer», a tool for spraying.	2-Cpx	n		sprayer,atomizer
loglan	ragflo	⬅ (f)rag(u)+fo/l(ma)	G is «foggier»/«mistier» than J.	2-Cpx	2a		foggier,mistier
loglan	ragflo	⬅ (f)rag(u)+fo/l(ma)	«foggy»/«misty», mistier than ....	2-Cpx	a		foggy,misty
loglan	lopo ragflo		«fogginess», mass term, conditions.		n		fogginess
loglan	po ragflo		a «fogginess»/«mistiness», a spec. condition.		n		fogginess,mistiness
loglan	ragflocea	⬅ (f)rag(u)+fo/l(ma)+ce(nj)a	N «fog»/«mist», become full of fog/mist.	3-Cpx	1v		fog,mist
loglan	ragmao	⬅ (f)rag(u)+ma(dz)o	K «spray» B on D, (intentional act).	2-Cpx	3v		spray
loglan	Rai		«R», Latin upper case letter, one of a pool of symbols.	LW	l		R
loglan	rainvaine	⬅ Int.	B is a/some «Rhine wine».	Bor.	1n		Rhine wine
loglan	rairfau	⬅ (t)ra(t)i+r+fa(tr)u	K «try» hard/«take pains» with V.	2-Cpx	2v		try,take pains
loglan	rajklu	⬅ (k)raj(u)+ku/(t)l(a)	K «grate» (material) B, remove material by scraping.	2-Cpx	2v		grate
loglan	rajmra	⬅ (k)raj(u)+ma/r(ka)	B is a «scratch»/«mark» on F.	2-Cpx	2n		scratch,mark
loglan	rajrirda	⬅ (k)raj(u)+rirda	B is a «record»/«recording» of V made by K playing at C RPM.	2-Cpx	4n		record,recording
loglan	rajrirmai	⬅ (k)raj(u)+rir(da)+ma(tc)i	B is a «phonograph»/«record player».	3-Cpx	1n		phonograph,record player
loglan	rajycni	⬅ (k)raj(u)+y+cni(da)	D (have an) «itch» at part B.	2-Cpx	2v		itch
loglan	rajycni	⬅ (k)raj(u)+y+cni(da)	«itchy», of one who feels an itch.	2-Cpx	a		itchy
loglan	nu rajycni		«itchy», of that which causes an itch.		a		itchy
loglan	po rajycni		an «itch», a state of feeling an itch.		n		itch
loglan	po nu rajycni		an «itch», a state of causing an itch.		n		itch
loglan	pu nu rajycni		an «itchiness», a spec. property.		n		itchiness
loglan	rajysonpro	⬅ (k)raj(u)+y+son(da)+pro(ju)	K «squeak»/«squeal»/«grate», a scratching sound.	3-Cpx	1v		squeak,squeal,grate
loglan	rajysonpro	⬅ (k)raj(u)+y+son(da)+pro(ju)	«squeaker»/«squealer», one who -s.	3-Cpx	n		squeaker,squealer
loglan	po rajysonpro		a «squeak»/«squeal», an instance of -ing.		n		squeak,squeal
loglan	rajysri	⬅ (k)raj(u)+y+sri(te)	K «engrave» B on D.	2-Cpx	3v		engrave
loglan	fu rajysri		an «engraving», the object engraved.		n		engraving
loglan	nu rajysri		«engraved», what is written.		a		engraved
loglan	po rajysri		an instance of «engraving».		n		engraving
loglan	rajytcu	⬅ (k)raj(u)+y+tcu(re)	P is an «etching» of B by K on medium S.	2-Cpx	4n		etching
loglan	rajytcumao	⬅ (k)raj(u)+y+tcu(re)+ma(dz)o	K «etch» P on medium S.	3-Cpx	3n		etch
loglan	rakcea	⬅ (d)rak(a)+ce(nj)a	N «darken», become dark.	2-Cpx	1v		darken
loglan	rakcko	⬅ (d)rak(a)+cko(zu)	N «darken» D, make ... dark, nonintentional 'the sun darkens the skin'.	2-Cpx	2v		darken
loglan	rakhiti	⬅ ISV	D suffer from «rachitis», a spinal inflammation.	Bor.	1v		rachitis
loglan	rakhiti	⬅ ISV	«rachitic», pert. to rachitis.	Bor.	a		rachitic
loglan	po rakhiti		an inst. of «rachitis».		n		rachitis
loglan	rakmao	⬅ (d)rak(a)+ma(dz)o	K «darken» D, make ... dark, intentional.	2-Cpx	2v		darken
loglan	rakna	⬅ rakni	B is a female «spider».	D-Prim	1n		spider
loglan	rakne	⬅ rakni	B is «spidery»/«spider like».	D-Prim	1a		spidery,spider like
loglan	rakni	⬅ ISV arachnid	B is an infant «spider»/«arachnid».	S-Prim	1n		spider,arachnid
loglan	rakno	⬅ rakni	B is a male «spider»/«arachnid».	D-Prim	1n		spider,arachnid
loglan	raknu	⬅ rakni	B is a «spider»/«arachnid», generic term.	D-Prim	1n		spider,arachnid
loglan	raknurfasli	⬅ (d)rak(a)+nur+fasli	V is «sullen»/«gloomy»/«dour».	2-Cpx	1		sullen,gloomy,dour
loglan	ralkompi	⬅ (p)ral(i)+kompi	B is a «business», profit making organization.	2-Cpx	1n		business
loglan	ralkri	⬅ (p)ral(i)+kri(do)	G is more «capitalistic» than J, pert. to -ists.	2-Cpx	2a		capitalistic
loglan	ralkri	⬅ (p)ral(i)+kri(do)	a «capitalist», (profit believer).	2-Cpx	n		capitalist
loglan	ralkrisio	⬅ (p)ral(i)+kri(do)+si(st)o	V is an instance of «capitalism».	3-Cpx	1n		capitalism
loglan	ralkrisio	⬅ (p)ral(i)+kri(do)+si(st)o	«capitalistic», pert. to creeds.	3-Cpx	a		capitalistic
loglan	lo ralkrisio		«capitalism», general term.		n		capitalism
loglan	ralmao	⬅ (p)ral(i)+ma(dz)o	D «gain»/«profit», make a profit C from transaction V.	2-Cpx	3v		gain,profit
loglan	ralmao	⬅ (p)ral(i)+ma(dz)o	a «profiteer», one who makes profits.	2-Cpx	n		profiteer
loglan	fu ralmao		«profitable», conv. of profit.		a		profitable
loglan	ralperpli	⬅ (p)ral(i)+per(nu)+pli(zo)	K «exploit» (person) D for P.	3-Cpx	3v		exploit
loglan	ralperpli	⬅ (p)ral(i)+per(nu)+pli(zo)	«exploiter» (of ... for ...), one who -s.	3-Cpx	n		exploiter
loglan	po ralperpli		an/some «exploitation» (of ... for ...).		n		exploitation
loglan	ralpli	⬅ (p)ral(i)+pli(zo)	K «exploit» (resource) S for P.	2-Cpx	3v		exploit
loglan	ralpli	⬅ (p)ral(i)+pli(zo)	«exploiter» (of ... for ...), one who -s.	2-Cpx	n		exploiter
loglan	po ralpli		an/some «exploitation» (of ... for ...).		n		exploitation
loglan	ralspocme	⬅ (p)ral(i)+spo(pa)+cme(ni)	C is an «investment», money invested.	3-Cpx	1n		investment
loglan	ralspopou	⬅ (p)ral(i)+spo(pa)+po(ns)u	K «speculate»(s) in B, buy for the hope of profit.	3-Cpx	2v		speculate
loglan	ralspopou	⬅ (p)ral(i)+spo(pa)+po(ns)u	a «speculator», one who -s.	3-Cpx	n		speculator
loglan	po ralspopou		an instance of «speculation», buying for profit.		n		speculation
loglan	ralsposea	⬅ (p)ral(i)+spo(pa)+se(tf)a	K «invest»(s) C in B.	3-Cpx	3v		invest
loglan	ralsposea	⬅ (p)ral(i)+spo(pa)+se(tf)a	an «investor», one who -s for profit.	3-Cpx	n		investor
loglan	nu ralsposea		«investable», can be -ed.		a		investable
loglan	nu ralsposea		an «investment», that which is -ed.		n		investment
loglan	po ralsposea		an «investment», an act of -ing.		n		investment
loglan	rambai	⬅ (f)ram(a)+ba(lc)i	K «frame»/builds a frame for/around D.	2-Cpx	2v		frame
loglan	rambai	⬅ (f)ram(a)+ba(lc)i	a «framer», one who builds -s.	2-Cpx	n		framer
loglan	ramgu	⬅ 2/2C gu | 2/4E drum | 2/5E tambour | 2/5G Trommel | 2/6S tambor | 2/7R barabai	B is a «drum», a percussion instrument played by tapping or striking.	C-Prim	1n		drum
loglan	rancea	⬅ ran(ta)+ce(nj)a	D «spoil»/«decay»/«rot»/«decompose», of organic material.	2-Cpx	1v		spoil,decay,rot,decompose
loglan	lopo rancea		«decay», general event term.		n		decay
loglan	po rancea		a «decadence»/«decomposition»/«decay», a spec. event of rotting.		n		decadence,decomposition,decay
loglan	rancko	⬅ ran(ta)+cko(zu)	N «spoil»/«rot»/«corrupt»/«taint» D, "Mold rots tomatoes".	2-Cpx	2v		spoil,rot,corrupt,taint
loglan	rancko	⬅ ran(ta)+cko(zu)	a «rot», a spec. rotting agent.	2-Cpx	n		rot
loglan	lopu rancko		a «rottenness», mass props.		n		rottenness
loglan	rande	{klurae}, {kotrae}, {lagrae}, {radbodcea}, {radfoa}, {radgoi}, {radjua}, {radmao}, {radreo}, {radsea}, {radtraci}, {raeble}, {raemra}, {raenridmai}, {raesri}, {roryradcea}, {roryrae}, {roryraemao}, {surkuerae}, {trokyrae}\n⬅ 4/5E round | 3/4G rund | 2/4H ghera | 2/5C chyuan	B is a «disk»/«ring»/«circle», a circular object.	C-Prim	1n	rad,rae	disk,ring,circle
loglan	rande	{klurae}, {kotrae}, {lagrae}, {radbodcea}, {radfoa}, {radgoi}, {radjua}, {radmao}, {radreo}, {radsea}, {radtraci}, {raeble}, {raemra}, {raenridmai}, {raesri}, {roryradcea}, {roryrae}, {roryraemao}, {surkuerae}, {trokyrae}\n⬅ 4/5E round | 3/4G rund | 2/4H ghera | 2/5C chyuan	«round»/«circular», pert. to circles.	C-Prim	a	rad,rae	round,circular
loglan	pu rande		a «circularity», of a spec. circle.		n		circularity
loglan	ranha	{ranhytaa}\n⬅ Lin. Rana	B is a female «frog», an amphibian of Spp. Rana.	S-Prim	1n		frog
loglan	ranhe	⬅ ranha	G is more «frog like» than J.	D-Prim	1n		frog like
loglan	ranhi	⬅ ranha	B is a «tadpole»/baby «frog», an amphibian of Spp. Rana.	D-Prim	1n		tadpole,frog
loglan	ranho	⬅ ranha	B is a male «frog», an amphibian of Spp. Rana.	D-Prim	1n		frog
loglan	ranhu	⬅ ranha	B is any «frog», an amphibian of Spp. Rana.	D-Prim	1n		frog
loglan	ranhytaa	⬅ ranh(a)+y+ta(kn)a	K «croak», a frog like voice quality.	2-Cpx	1v		croak
loglan	ranhytaa	⬅ ranh(a)+y+ta(kn)a	«croaking», pertaining to a --.	2-Cpx	a		croaking
loglan	po ranhytaa		a «croak», frog like sound.		n		croak
loglan	ranjo	{groranjo}, {kubyranjo}, {ranjypre}, {ranjysui}, {ranjytrigru}\n⬅ 3/4E range | 2/4G rieh en | 3/7R protiazh ienyie | 2/6C fan wei	F «extend»/«range» over B, plural set.	C-Prim	2v		extend,range
loglan	ranjo	{groranjo}, {kubyranjo}, {ranjypre}, {ranjysui}, {ranjytrigru}\n⬅ 3/4E range | 2/4G rieh en | 3/7R protiazh ienyie | 2/6C fan wei	an «extension»/«range»/«scope»/«extent», scope/range, conv. of extend.	C-Prim	n		extension,range,scope,extent
loglan	ranjypre	⬅ ranj(o)+y+p(ap)re	N is a «charter» of group F for actions V granted by S.	2-Cpx	4n		charter
loglan	ranjypre	⬅ ranj(o)+y+p(ap)re	«charter», relating to -s.	2-Cpx	a		charter
loglan	fu ranjypre		«chartered», the purpose of the --, as a -ed bus.		a		chartered
loglan	nu ranjypre		«chartered», a group with a --.		a		chartered
loglan	ranjysui	⬅ ranj(o)+y+su(nd)i	S «broadcast» P throughout area F.	2-Cpx	3v		broadcast
loglan	ranjytrigru	⬅ ranj(o)+y+tri(cu)+gru(pa)	F is a «forest» of/in habitat N.	3-Cpx	2n		forest
loglan	ranta	{rancea}, {rancko}\n⬅ 3/3E rot | 2/3C lan | 2/4H sara | 3/6J kusatta	G is more «rotten» than J.	C-Prim	2a	ran	rotten
loglan	lo ranta		«rot», general term of rotten things.		n		rot
loglan	po ranta		a «rottenness»/«rot», a spec. state of being -en.		n		rottenness,rot
loglan	pu ranta		a «rottenness», a property of being -en.		n		rottenness
loglan	raorcea	⬅ (b)ra(t)o+r+ce(nj)a	B «vary directly»/«change proportionally» with B with constant of proportionality C.	2-Cpx	3v		vary directly,change proportionally
loglan	fu raorcea		a «constant of proportionality».		n		constant of proportionality
loglan	kumce raorcea		B «vary inversely» with B with constant øf proportionality C.		v		vary inversely
loglan	raordakbiu	⬅ (b)ra(t)o+r+dak(li)+bi(vd)u	V is a balanced «temper»/«disposition».	3-Cpx	1n		temper,disposition
loglan	raordui	⬅ (b)ra(t)o+r+du(vr)i	«divide» ... by ... with result ....	2-Cpx	4v		divide
loglan	raordui	⬅ (b)ra(t)o+r+du(vr)i	K «divide» F into B equal parts of size C.	2-Cpx	4v		divide
loglan	lopo raordui		«division», mass act.		n		division
loglan	po raordui		a «division», sp. instance.		n		division
loglan	rapcae	⬅ rap(cu)+(t)ca(n)e	K has an «opportunity» to do P because of circumstances N.	2-Cpx	3n		opportunity
loglan	rapcea	⬅ rap(cu)+ce(nj)a	D «ripen»/«mature»/«mellow» in conditions N.	2-Cpx	2v		ripen,mature,mellow
loglan	lopo rapcea		«ripening», mass event.		n		ripening
loglan	rapcu	{rapcae}, {rapcea}\n⬅ 2/2C shu | 3/4E ripe | 2/4G reif	G is «riper»/more «mature»/more «mellow» than J.	C-Prim	2a	rap	riper,mature,mellow
loglan	rapha	⬅ L. Brassica rapa	B is a «turnip»/«swede»/«rutabaga» from S.	S-Prim	2n		turnip,swede,rutabaga
loglan	raptori	⬅ from Raptores birds of prey	B is a «raptor» of species F, a bird of prey.	Bor.	2n		raptor
loglan	rara	⬅ ra+ra	a/the «universe»/«infinity».	Cpd	1n		universe,infinity
loglan	rarclu	⬅ rar+clu(va)	K is «charitable» towards D, kindly/generous to all sorts and conditions.	1-Cpx	2a		charitable
loglan	lopu rarclu		«charity», mass property.		1a		charity
loglan	po rarclu		a specific instance of «charity».		n		charity
loglan	rarclugru	⬅ rar+clu(va)+gru(pa)	F is a «charitable» society with object P.	2-Cpx	2n		charitable
loglan	rardei	⬅ rar+de(nl)i	B have a «daily rhythm»/24 hour «period».	1-Cpx	1v		daily rhythm,period
loglan	rardei	⬅ rar+de(nl)i	«daily»/«diurnal», pert. to 24 hour rhythms.	1-Cpx	a		daily,diurnal
loglan	rardei	⬅ rar+de(nl)i	«daily»/«diurnal», every day.	1-Cpx	av		daily,diurnal
loglan	rardjabuu	⬅ rar+dja(no)+bu(kc)u	B is an «encyclopedia».	2-Cpx	1n		encyclopedia
loglan	rardjo	⬅ rar+djo(ri)	B is «universal», pert. to all set members.	1-Cpx	1a		universal
loglan	rardza	⬅ rar+dza(bi)	F is a/the «universe».	1-Cpx	1n		universe
loglan	rarfomveo	⬅ rar+fo(r)m(a)+ve(sl)o	B is an «envelope» of D, something that covers/contains all shapes/forms of ....	2-Cpx	2n		envelope
loglan	rargea	⬅ rar+ge(nz)a	V happen «every time that»/on «each recurrence of» F.	1-Cpx	2v		every time that,each recurrence of
loglan	rargea	⬅ rar+ge(nz)a	«always»/«each time»/«every time», on all recurrences of ....	1-Cpx	av		always,each time,every time
loglan	rarhoo	⬅ rar+ho(rt)o	V have an «hourly» rhythm.	1-Cpx	1v		hourly
loglan	rarhoo	⬅ rar+ho(rt)o	«hourly», every 60 minutes, pert. to 60 minute rhythms.	1-Cpx	av		hourly
loglan	rari	⬅ ra+ri	the «last» term/member in sequence/series ..., an ordinal pred.	Cpd	2n		last
loglan	rari	⬅ ra+ri	«final»/«last»/«ultimate», last in some series.	Cpd	a		final,last,ultimate
loglan	rari djugru		the «supreme court» of state/nation ....		ph		supreme court
loglan	rarkeo	⬅ rar+(c)ke(m)o	B is «eternal»/«everlasting»/«perpetual».	1-Cpx	1a		eternal,everlasting,perpetual
loglan	lo rarkeo		«eternity»/«perpetuity», mass term of eternal things.		n		eternity,perpetuity
loglan	lopo rarkeo		«eternity»/«perpetuity», mass condition.		n		eternity,perpetuity
loglan	rarkuu	⬅ rar+ku(mt)u	B is «universal», a universal property.	1-Cpx	1a		universal
loglan	lopu rarkuu		«universality», mass term.		n		universality
loglan	rarlikta	⬅ rar+likta	V have a «weekly rhythm»/happen «every week».	1-Cpx	1v		weekly rhythm,every week
loglan	rarlikta	⬅ rar+likta	«weekly», having a weekly rhythm.	1-Cpx	a		weekly
loglan	rarlikta	⬅ rar+likta	«weekly», happening every week.	1-Cpx	av		weekly
loglan	rarmea	⬅ rar+me(ns)a	V have a «monthly rhythm»/happen «every month».	1-Cpx	1v		monthly rhythm,every month
loglan	rarmea	⬅ rar+me(ns)a	«monthly»/«menstrual», every month.	1-Cpx	a		monthly,menstrual
loglan	rarmea	⬅ rar+me(ns)a	«monthly», occurring every month.	1-Cpx	av		monthly
loglan	rarnai	⬅ rar+na(tl)i	V have a «nightly rhythm»/happen «every night».	1-Cpx	1v		nightly rhythm,every night
loglan	rarnai	⬅ rar+na(tl)i	«nightly», every night.	1-Cpx	a		nightly
loglan	rarnai	⬅ rar+na(tl)i	«nocturnally»/«nightly», occurring every night.	1-Cpx	av		nocturnally,nightly
loglan	rarnie	⬅ rar+ni(rn)e	V have an «annual rhythm»/365 day «period».	1-Cpx	1v		annual rhythm,period
loglan	rarnie	⬅ rar+ni(rn)e	«yearly»/«annual», recurring every year.	1-Cpx	a		yearly,annual
loglan	rarnie	⬅ rar+ni(rn)e	«yearly»/«annually», in an annual way.	1-Cpx	av		yearly,annually
loglan	rarnurnei	⬅ rar+nur+ne(nr)i	F is «catholic» (universal), all inclusive.	1-Cpx	1a		catholic
loglan	rarnurpee	⬅ rar+nur+pe(nr)e	P are a/the «brood»/«family» of parents S.	1-Cpx	2n		brood,family
loglan	rarpai	⬅ rar+pa(rt)i	B «comprise»/«make up»/«constitute» all the parts of whole F.	1-Cpx	2v		comprise,make up,constitute
loglan	rarpai	⬅ rar+pa(rt)i	are the «constituents»/«component» parts of whole ....	1-Cpx	n		constituents,component
loglan	nu rarpai		«is composed of» parts/constituents ....		ph		is composed of
loglan	rarpli	⬅ rar+pli(zo)	B is «universal», in use everywhere.	1-Cpx	1a		universal
loglan	rarpoi	⬅ rar+po(rl)i	F is «almighty».	1-Cpx	1a		almighty
loglan	rarste	⬅ rar+ste(ti)	B is a «generalization»/«universal sentence» about V.	1-Cpx	2n		generalization,universal sentence
